,Language,Meaning,Phonological Form,Cognate Class,cc
33,Ossetic,white,urs,P,white:P
34,Ossetic Iron,white,urš,P,white:P
35,Ossetic Digor,white,wors,P,white:P
44,Assamese,white,bɒga,U,white:U
45,Oriya,white,dhɔbɔɭɔ,N,white:N
47,Bihari,white,dobla,N,white:N
48,Bihari,white,ujjər,I,white:I
49,Magahi,white,ʊɟɟər,I,white:I
53,Urdu,white,səfed̪,B,white:B
60,Marathi,white,'pãɳɖʰɾa,R,white:R
64,Old Church Slavonic,white,bælʊ̆,G,white:G
65,Serbo-Croatian,white,bjɛ̂ːl,G,white:G
66,Bulgarian,white,bʲaɫ,G,white:G
67,Macedonian,white,bel,G,white:G
68,Russian,white,'bʲɛɫɨj,G,white:G
69,Polish,white,ˈbjawɘ̟,G,white:G
70,Belarusian,white,ˈbʲɛɫɨ,G,white:G
71,Ukrainian,white,ˈbiɫɪj,G,white:G
72,Slovak,white,ˈbiɛli,G,white:G
73,Czech,white,ˈbiːliː,G,white:G
74,Sorbian Upper,white,ˈbɪwɘ̟,G,white:G
75,Sorbian Lower,white,ˈbɪwɘ̟,G,white:G
76,Slovenian,white,běːw,G,white:G
80,Old Norse,white,ɣviːtr,B,white:B
81,Icelandic,white,"ˈxʷiːtʰʏr, ˈkʰviːtʰʏr",B,white:B
82,Faroese,white,ˈkʰvʊiːtʰʊɹ,B,white:B
83,Norwegian Riksmal,white,ʋiːt,B,white:B
84,Stavangersk,white,ˈkʋiːdə,B,white:B
85,Old Swedish,white,ˈhviːter,B,white:B
86,Swedish,white,vi:t,B,white:B
89,Elfdalian,white,wɑɪt,B,white:B
90,Danish,white,viðˀ,B,white:B
91,Danish Fjolde,white,"viːɹ, vid",B,white:B
93,Gutnish Lau,white,ˈvɛɪtar,B,white:B
95,English,white,waɪt,B,white:B
96,Frisian,white,vit,B,white:B
97,Dutch,white,wɪt,B,white:B
102,German,white,vaĭs,B,white:B
108,Latin,white,ˈalbus,E,white:E
109,Catalan,white,blaŋ,G,white:G
111,Portuguese,white,ˈbɾɐ̃ku,G,white:G
113,Spanish,white,'blaŋko,G,white:G
119,French,white,blɑ̃,G,white:G
125,Italian,white,'bjanko,G,white:G
129,Old Irish,white,ba:n,J,white:J
130,Old Irish,white,gʹel,O,white:O
131,Old Irish,white,ɸʹin(d),F,white:F
133,Middle Cornish,white,gwɪn:,F,white:F
139,Irish,white,bɑːn,J,white:J
9,Ancient Greek,play,pái̯zdɔː,K,play:K
10,Greek,play,ˈpe̞zo̞,K,play:K
12,Classical Armenian,play,xałam,D,play:D
24,Ossetic,play,qazɨn,O,play:O
25,Ossetic Iron,play,qaz-,O,play:O
26,Ossetic Digor,play,ʁaz-,O,play:O
31,Assamese,play,khɛl,E,play:E
32,Oriya,play,kheɭ-,E,play:E
34,Bihari,play,kheləb,E,play:E
35,Magahi,play,kʰelnɑ,E,play:E
38,Urdu,play,"bəʤɑnə, kʰelnə",E,play:E
43,Marathi,play,'kʰeɭɳe,E,play:E
48,Old Church Slavonic,play,iɡrɑti,H,play:H
49,Serbo-Croatian,play,ˈîɡrati,H,play:H
50,Bulgarian,play,iˈɡrajə,H,play:H
51,Macedonian,play,ˈiɡra,H,play:H
52,Russian,play,i'gratʲ,H,play:H
53,Polish,play,gratɕ,H,play:H
54,Polish,play,ˈbavitɕ ɕɛ(ɰ̃),N,play:N
55,Belarusian,play,ɣuˈlʲatsʲ,I,play:I
56,Ukrainian,play,ˈɦratɪ,H,play:H
57,Slovak,play,ɦrac,H,play:H
58,Czech,play,ɦraːt,H,play:H
59,Sorbian Upper,play,ʀatʃ,H,play:H
60,Sorbian Lower,play,ɡraɕ,H,play:H
61,Slovenian,play,iˈɡrǎːti,H,play:H
65,Old Norse,play,ˈlɛika,M,play:M
66,Icelandic,play,ˈleiːkʰa,M,play:M
67,Faroese,play,ˈlaiːka,M,play:M
68,Faroese,play,ˈspɛaːla,B,play:B
69,Norwegian Riksmal,play,ˈlèːkə,M,play:M
70,Norwegian Riksmal,play,ˈspɪ̀lːə,B,play:B
71,Stavangersk,play,"ˈspèːla (seːɡ, sɛɡ)",B,play:B
72,Old Swedish,play,ˈleːka,M,play:M
73,Swedish,play,ˈlè:ka,M,play:M
74,Swedish,play,ˈspè:la,B,play:B
78,Elfdalian,play,ˈspɪ̀lɔ,B,play:B
79,Elfdalian,play,læ̀ːkɑ,M,play:M
80,Danish,play,ˈlɑjə,M,play:M
81,Danish,play,ˈsb̥ʰelə,B,play:B
82,Danish Fjolde,play,sbeːl,B,play:B
83,Danish Fjolde,play,lieɡ,M,play:M
85,Gutnish Lau,play,ˈlaɪkɛ,M,play:M
86,Gutnish Lau,play,ˈspeːlɛ,B,play:B
88,English,play,pleɪ,J,play:J
90,Frisian,play,'spiljə,B,play:B
91,Dutch,play,'spelə(n),B,play:B
96,German,play,'ʃpi:lən,B,play:B
100,Latin,play,ˈluːdere,Q,play:Q
102,Catalan,play,ʒu'ɣa,F,play:F
103,Portuguese,play,ʒuˈɡaɾ,F,play:F
105,Spanish,play,xu'ɣaɾ,F,play:F
111,French,play,ʒwe,F,play:F
117,Italian,play,dʒo'kare,F,play:F
119,Old Irish,play,cluxʹəɣʹəðʹərʹ,R,play:R
120,Old Irish,play,imˈbʹerʹ,L,play:L
122,Middle Cornish,play,gwari,G,play:G
124,Middle Breton,play,"ˈxoaːri, ˈxwaːri",G,play:G
125,Breton,play,"ˈxoaːri, ˈxwaːri",G,play:G
12,Ancient Greek,bite,dáknɔː,A,bite:A
14,Greek,bite,ðaˈ(ŋ)ɡo̞no̞,A,bite:A
16,Classical Armenian,bite,xacanem,J,bite:J
17,Classical Armenian,bite,kit͡s(-ɑn)-ɛ-m,S,bite:S
18,Armenian Eastern,bite,kəˈʦɛl,S,bite:S
32,Ossetic,bite,χætsɨn,O,bite:O
33,Ossetic Iron,bite,χɐs-,O,bite:O
34,Ossetic Digor,bite,χwɐc-,O,bite:O
40,Assamese,bite,kamor,P,bite:P
41,Oriya,bite,kamuɽ-,P,bite:P
43,Bihari,bite,kaʈəb,M,bite:M
44,Magahi,bite,kɑtənɑ,M,bite:M
47,Urdu,bite,kɑʈnə,M,bite:M
52,Marathi,bite,'tsawa,F,bite:F
57,Old Church Slavonic,bite,xɑpɑti,I,bite:I
58,Old Church Slavonic,bite,ɡrɯsti,S,bite:S
59,Serbo-Croatian,bite,ˈɡrîzti,S,bite:S
60,Bulgarian,bite,ˈxapʲə,I,bite:I
61,Macedonian,bite,ˈkasa,J,bite:J
62,Russian,bite,kuˈsatʲ,J,bite:J
63,Polish,bite,ɡrɘ̟ʑʨ,S,bite:S
64,Belarusian,bite,kuˈsatsʲ,J,bite:J
65,Ukrainian,bite,kuˈsatɪ,J,bite:J
66,Slovak,bite,ɦriːzc,S,bite:S
67,Czech,bite,ˈkɔusat,J,bite:J
68,Sorbian Upper,bite,ˈkusatʃ,J,bite:J
69,Sorbian Lower,bite,ˈkusaɕ,J,bite:J
70,Slovenian,bite,ˈɡrǐːzti,S,bite:S
73,Old Norse,bite,ˈbiːta,B,bite:B
74,Icelandic,bite,ˈb̥iːtʰa,B,bite:B
75,Faroese,bite,ˈb̥ʊiːta,B,bite:B
76,Norwegian Riksmal,bite,ˈbìːtə,B,bite:B
77,Stavangersk,bite,ˈbìːda,B,bite:B
78,Old Swedish,bite,ˈbiːta,B,bite:B
79,Swedish,bite,ˈbì:ta,B,bite:B
82,Elfdalian,bite,bɑ̀ɪtɑ,B,bite:B
83,Danish,bite,ˈb̥iːðə,B,bite:B
84,Danish Fjolde,bite,bid,B,bite:B
86,Gutnish Lau,bite,ˈbɛɪtɛ,B,bite:B
88,English,bite,baɪt,B,bite:B
89,Frisian,bite,bitət,B,bite:B
90,Dutch,bite,'bɛitə(n),B,bite:B
96,German,bite,'baĭsn̩,B,bite:B
101,Latin,bite,morˈdeːre,G,bite:G
102,Catalan,bite,musəˈɣa,K,bite:K
104,Portuguese,bite,muɾˈdeɾ,G,bite:G
105,Spanish,bite,moɾ'ðeɾ,G,bite:G
111,French,bite,mɔʀdʀ,G,bite:G
119,Italian,bite,'mɔrdere,G,bite:G
122,Old Irish,bite,kna.ið,J,bite:J
124,Middle Cornish,bite,'braθa,Ac,bite:Ac
129,Middle Breton,bite,ˈdantaṽ,Ae,bite:Ae
130,Middle Breton,bite,ˈkreːgiṽ,H,bite:H
131,Breton,bite,"ˈkroːgĩ, ˈkreːgĩ",Ad/H,bite:Ad/H
8,Ancient Greek,thin,leptós,S,thin:S
9,Greek,thin,le̞ˈpto̞s,S,thin:S
15,Armenian Eastern,thin,bɑˈɾɑk,L,thin:L
38,Ossetic,thin,tænæɡ,B,thin:B
39,Ossetic Iron,thin,tɐnɐg,B,thin:B
40,Ossetic Digor,thin,tɐnɐg,B,thin:B
47,Assamese,thin,patɒl,D,thin:D
48,Oriya,thin,sɔrua,W,thin:W
51,Bihari,thin,patər,D,thin:D
53,Magahi,thin,pətrɑ,D,thin:D
54,Magahi,thin,sukʰəl,Z,thin:Z
58,Urdu,thin,ˈpət.lə,D,thin:D
63,Marathi,thin,ba'ɾi:k,L,thin:L
64,Marathi,thin,ɾoɖ,X,thin:X
65,Marathi,thin,'patəɭ,D,thin:D
69,Old Church Slavonic,thin,"tɪ̆nʊ̆kʊ̆, tʊ̆nʊ̆kʊ̆",B,thin:B
70,Serbo-Croatian,thin,ˈtânak,B,thin:B
71,Bulgarian,thin,ˈtɤnək,B,thin:B
72,Macedonian,thin,"ˈtanɔk, ˈtenɔk",B,thin:B
73,Russian,thin,'tɔnkʲij,B,thin:B
74,Polish,thin,ˈtɕɛnkʲi,B,thin:B
75,Belarusian,thin,ˈtɔnkʲi,B,thin:B
76,Ukrainian,thin,tɔnˈkɪj,B,thin:B
77,Slovak,thin,ˈtɛnkiː,B,thin:B
78,Czech,thin,ˈtɛŋkiː,B,thin:B
79,Sorbian Upper,thin,ˈtʃeŋki,B,thin:B
80,Sorbian Lower,thin,ˈɕaɲki,B,thin:B
81,Slovenian,thin,tǎːnək,B,thin:B
84,Old Norse,thin,θunːr,B,thin:B
85,Old Norse,thin,mjoːr,F,thin:F
86,Old Norse,thin,ɡranːr,U,thin:U
87,Icelandic,thin,mjouːr,F,thin:F
88,Icelandic,thin,ˈɡ̊ranːʏr,U,thin:U
89,Icelandic,thin,ˈθʏnːʏr,B,thin:B
90,Faroese,thin,ˈɡ̊ɹanːʊɹ,U,thin:U
91,Faroese,thin,ˈtʰʊnːʊɹ,B,thin:B
92,Faroese,thin,ˈmjɔaːvʊɹ,F,thin:F
93,Norwegian Riksmal,thin,mjoː,F,thin:F
94,Norwegian Riksmal,thin,ɡɾanː,U,thin:U
95,Norwegian Riksmal,thin,tʏnː,B,thin:B
96,Stavangersk,thin,ˈtʏnːə,B,thin:B
97,Old Swedish,thin,ˈθunder,B,thin:B
98,Old Swedish,thin,mjoːr,F,thin:F
99,Swedish,thin,tɵnː,B,thin:B
102,Elfdalian,thin,tʉnː,B,thin:B
105,Danish,thin,d̥ʰønˀ,B,thin:B
106,Danish Fjolde,thin,tynʲ,B,thin:B
107,Gutnish Lau,thin,ˈtunːar,B,thin:B
109,English,thin,θɪn,B,thin:B
111,Dutch,thin,dʏn,B,thin:B
116,German,thin,dʏn,B,thin:B
121,Latin,thin,ˈtenuis,B,thin:B
122,Latin,thin,ˈmaker,M,thin:M
125,Portuguese,thin,ˈfinu,Q,thin:Q
127,Spanish,thin,del'ɣaðo,E,thin:E
134,French,thin,mɛ̃s,F,thin:F
143,Italian,thin,sot'tile,I,thin:I
148,Old Irish,thin,tane,B,thin:B
149,Middle Cornish,thin,'tanɔʊ,B,thin:B
150,Middle Cornish,thin,mo:n,K,thin:K
14,Ancient Greek,woman,ɡynɛ́ː,D,woman:D
16,Greek,woman,ʝiˈne̞ka,D,woman:D
18,Classical Armenian,woman,kin,D,woman:D
19,Armenian Eastern,woman,kin,D,woman:D
42,Ossetic Iron,woman,wuš,P,woman:P
43,Ossetic Digor,woman,wosɐ,P,woman:P
55,Oriya,woman,mɔhiɭa,V,woman:V
56,Oriya,woman,maikinia,O,woman:O
57,Oriya,woman,stri,L,woman:L
59,Bihari,woman,istrəgən,L,woman:L
62,Magahi,woman,ɔrət̪,M,woman:M
68,Urdu,woman,ˈʔɔ.ɾət̪,M,woman:M
78,Marathi,woman,ba͜i:,O,woman:O
79,Marathi,woman,stri:,L,woman:L
85,Old Church Slavonic,woman,ʒɛnɑ,D,woman:D
86,Serbo-Croatian,woman,ˈʒɛ̌na,D,woman:D
87,Bulgarian,woman,ʒɘˈna,D,woman:D
88,Macedonian,woman,ˈʒena,D,woman:D
89,Russian,woman,'ʐɛnʃina,D,woman:D
90,Polish,woman,kɔˈbjɛta,J,woman:J
91,Belarusian,woman,ʐanˈtʂɨna,D,woman:D
92,Ukrainian,woman,ˈʐinka,D,woman:D
93,Slovak,woman,ˈʒɛna,D,woman:D
94,Czech,woman,ˈʒɛna,D,woman:D
95,Sorbian Upper,woman,ˈʒɔna,D,woman:D
96,Sorbian Lower,woman,ˈʐeɲska,D,woman:D
97,Slovenian,woman,ˈʒɛ̌ːna,D,woman:D
101,Old Norse,woman,ˈkvenːˌmaðr,D,woman:D
102,Old Norse,woman,ˈkona,D,woman:D
103,Icelandic,woman,ˈkʰɔːna,D,woman:D
104,Icelandic,woman,ˈkʰvɛnmaːðʏr,D,woman:D
105,Faroese,woman,"kʰoːna, kʰvɪnːa",D,woman:D
106,Faroese,woman,ˈdɛaːma,K,woman:K
107,Norwegian Riksmal,woman,ˈkʋɪ̀nːə,D,woman:D
108,Norwegian Riksmal,woman,ˈdàːmə,K,woman:K
109,Stavangersk,woman,ˈdɑ̀ːma,K,woman:K
110,Stavangersk,woman,ˈkʋɪ̀nːə,D,woman:D
111,Old Swedish,woman,ˈkoːna,D,woman:D
112,Old Swedish,woman,ˈkvinːa,D,woman:D
113,Swedish,woman,ˈkvɪ̀nːa,D,woman:D
114,Swedish,woman,dɑ:m,K,woman:K
117,Elfdalian,woman,ˈkɛ̀lɪŋg,Ag,woman:Ag
119,Danish,woman,ˈg̥ʰvenə,D,woman:D
120,Danish,woman,ˈd̥ɛːmə,K,woman:K
121,Danish Fjolde,woman,kvinʲ,D,woman:D
123,Gutnish Lau,woman,ˈkvɪnːˌfolk,D,woman:D
126,English,woman,'wʊmən,H,woman:H
128,Dutch,woman,vrɑu,B,woman:B
134,German,woman,vaĭp,H,woman:H
135,German,woman,fraŭ,B,woman:B
141,Latin,woman,ˈmulier,E,woman:E
142,Latin,woman,ˈfeːmina,G,woman:G
143,Catalan,woman,ˈdɔnə,K,woman:K
144,Portuguese,woman,muˈʎɛɾ,E,woman:E
145,Spanish,woman,mu'xeɾ,E,woman:E
151,French,woman,fam,G,woman:G
163,Italian,woman,'dɔnna,K,woman:K
168,Old Irish,woman,bʹen,D,woman:D
172,Middle Cornish,woman,bɛ:n,D,woman:D
175,Middle Breton,woman,ˈgurec,Ae,woman:Ae
176,Middle Breton,woman,"ˈmoues, ˈmaues",F,woman:F
177,Breton,woman,"ˈmawɛs, ˈmowǝs",F,woman:F
183,Irish,woman,bʲan̪ˠ,D,woman:D
10,Ancient Greek,spit,ptýɔː,Ac,spit:Ac
11,Greek,spit,ˈftino̞,Ac,spit:Ac
13,Classical Armenian,spit,tʰukʰanem,Ac,spit:Ac
15,Armenian Eastern,spit,tʰəˈkʰɛl,Ac,spit:Ac
27,Ossetic,spit,tu kænɨn,H,spit:H
28,Ossetic Iron,spit,tu kɐn-,H,spit:H
29,Ossetic Digor,spit,tu kɐn- / liχstɐ kɐn-,H,spit:H
34,Assamese,spit,thua,G,spit:G
38,Bihari,spit,thukəb,G,spit:G
39,Magahi,spit,t̪ʰukənɑ,G,spit:G
41,Urdu,spit,t̪ʰuknə,G,spit:G
45,Marathi,spit,tʰunk'ɳe,G,spit:G
49,Old Church Slavonic,spit,pʎɪ̆vɑti,Ac,spit:Ac
50,Serbo-Croatian,spit,ˈpʎûvati,Ac,spit:Ac
51,Bulgarian,spit,ˈplʲujə,Ac,spit:Ac
52,Macedonian,spit,ˈpluka,Ac,spit:Ac
53,Russian,spit,plʲɛ'vatʲ,Ac,spit:Ac
54,Polish,spit,ˈplutɕ,Ac,spit:Ac
55,Belarusian,spit,plʲaˈvatsʲ,Ac,spit:Ac
56,Ukrainian,spit,plʲuˈʋatɪ,Ac,spit:Ac
57,Slovak,spit,plʲuc,Ac,spit:Ac
58,Czech,spit,ˈplɪvat,Ac,spit:Ac
59,Sorbian Upper,spit,ˈpluwatʃ,Ac,spit:Ac
60,Sorbian Lower,spit,ˈplʲuwaɕ,Ac,spit:Ac
61,Slovenian,spit,ˈpljǔːvati,Ac,spit:Ac
65,Old Norse,spit,ˈɣrɛːkja,J,spit:J
66,Old Norse,spit,ˈspyːta,Ac,spit:Ac
67,Icelandic,spit,ˈspiːtʰa,Ac,spit:Ac
68,Icelandic,spit,ˈr̥aiːca,J,spit:J
69,Faroese,spit,ˈspʊiːtʰa,Ac,spit:Ac
70,Norwegian Riksmal,spit,ˈspʏ̀tːə,Ac,spit:Ac
71,Stavangersk,spit,ˈspø̀ːda,Ac,spit:Ac
72,Old Swedish,spit,ˈspotːa,Ac,spit:Ac
73,Swedish,spit,ˈspɔ̀tːa,Ac,spit:Ac
76,Elfdalian,spit,ˈspʉ̀tːɑ,Ac,spit:Ac
77,Danish,spit,ˈsb̥ ød̥ʰə,Ac,spit:Ac
78,Danish Fjolde,spit,sbød,Ac,spit:Ac
79,Gutnish Lau,spit,ˈspytːɛ,Ac,spit:Ac
81,English,spit,spɪt,Ac,spit:Ac
82,Frisian,spit,'spɔ.i̯ə,Ac,spit:Ac
83,Dutch,spit,'spywə(n),Ac,spit:Ac
88,German,spit,'ʃpe‿iən,Ac,spit:Ac
93,Latin,spit,ˈspuere,Ac,spit:Ac
95,Catalan,spit,əsku'pi,Ac,spit:Ac
96,Portuguese,spit,kuʃˈpiɾ,Ac,spit:Ac
97,Spanish,spit,esku'piɾ,Ac,spit:Ac
103,French,spit,kʀaʃe,F,spit:F
111,Italian,spit,spu'tare,Ac,spit:Ac
114,Old Irish,spit,salʹe,K,spit:K
13,Ancient Greek,this,hȗːtos,B/D,this:B/D
14,Ancient Greek,this,hóde,B,this:B
16,Greek,this,afˈto̞s,B/D,this:B/D
17,Greek,this,(e̞)ˈtuto̞s,B/D,this:B/D
20,Armenian Eastern,this,ɑɪ̯s,B,this:B
47,Oriya,this,e(iʈa),H,this:H
49,Bihari,this,i,H,this:H
55,Urdu,this,jeʰ,H,this:H
60,Marathi,this,"ɦa, ɦi:, ɦe",H,this:H
65,Old Church Slavonic,this,sɪ̆,G,this:G
66,Serbo-Croatian,this,ˈɔ̌vaːj,D,this:D
67,Bulgarian,this,ˈtɔzi,B,this:B
68,Macedonian,this,ˈovɔj,D,this:D
69,Russian,this,'ɛtɔt,B,this:B
70,Polish,this,tɛn,B,this:B
71,Belarusian,this,ˈɣɛtɨ,B,this:B
72,Ukrainian,this,tsɛj,B,this:B
73,Slovak,this,tɛn,B,this:B
74,Czech,this,ˈtɛn(tɔ),B,this:B
75,Sorbian Upper,this,tʊn,B,this:B
76,Sorbian Lower,this,tɛn,B,this:B
77,Slovenian,this,tâː,B,this:B
81,Old Norse,this,ˈθesːi,B,this:B
82,Old Norse,this,sjaː,B,this:B
83,Icelandic,this,ˈθɛsːɪ,B,this:B
84,Faroese,this,ˈhɛʰtːa,B,this:B
85,Norwegian Riksmal,this,ˈdɛ̀nːə,B,this:B
86,Stavangersk,this,"ˈdɛ̀nːə, ˈdɛ̀tːə, ˈdɪ̀sːə",B,this:B
87,Old Swedish,this,ˈθænːe,B,this:B
88,Swedish,this,"dɛn, dɛ",B,this:B
91,Elfdalian,this,ˈɪ̀tːɑð; ɪ̀sn̩; ˈɪ̀sʉ̃,B,this:B
92,Danish,this,"ˈd̥ɛnə, ˈd̥ɛd̥ə",B,this:B
93,Danish Fjolde,this,dænʲ heæɹ,B,this:B
95,Gutnish Lau,this,dɛnː (hɛːr),B,this:B
97,English,this,ðɪs,B,this:B
98,Frisian,this,"di, dɪt",B,this:B
99,Dutch,this,"'dezə, dɪt",B,this:B
104,German,this,di:s,B,this:B
111,Latin,this,hik,F,this:F
112,Catalan,this,ə’kɛt,B/G/H,this:B/G/H
113,Portuguese,this,ˈiʃtu,B/G/H,this:B/G/H
114,Spanish,this,'este,B/G/H,this:B/G/H
120,French,this,səsi,B/G/H,this:B/G/H
129,Italian,this,'kwesto,B/G/H,this:B/G/H
133,Old Irish,this,sə,B,this:B
11,Ancient Greek,hear,akúɔː,B,hear:B
12,Greek,hear,aˈkuˌo̞,B,hear:B
14,Classical Armenian,hear,lsem,E,hear:E
15,Armenian Eastern,hear,ləˈsɛl,E,hear:E
30,Ossetic,hear,qusɨn,K,hear:K
31,Ossetic Iron,hear,quš-,K,hear:K
32,Ossetic Digor,hear,iʁos-,K,hear:K
40,Assamese,hear,xun,E,hear:E
41,Oriya,hear,suɳ-,E,hear:E
43,Bihari,hear,sunəb,E,hear:E
44,Magahi,hear,sʊnnɑ,E,hear:E
48,Urdu,hear,sʊnnə,E,hear:E
54,Marathi,hear,'ə͜ikne,Q,hear:Q
58,Old Church Slavonic,hear,slɯʃati,E,hear:E
59,Serbo-Croatian,hear,ˈtʃûti,T,hear:T
60,Bulgarian,hear,ˈtʃuvəm,T,hear:T
61,Macedonian,hear,ˈtʃu.ɛ,T,hear:T
62,Russian,hear,'sɫɨʂatʲ,E,hear:E
63,Polish,hear,ˈswɘ̟ʃɛtɕ,E,hear:E
64,Belarusian,hear,tʂutsʲ,T,hear:T
65,Ukrainian,hear,ˈtʂutɪ,T,hear:T
66,Slovak,hear,ˈpɔtʃuc,T,hear:T
67,Czech,hear,ˈslɪʃɛt,E,hear:E
68,Sorbian Upper,hear,ˈswɘ̟ʃɛtʃ,E,hear:E
69,Sorbian Lower,hear,ˈswɘ̟ʂaɕ,E,hear:E
70,Slovenian,hear,ˈslǐːʃati,E,hear:E
74,Old Norse,hear,ˈhɛyra,B,hear:B
75,Icelandic,hear,ˈheiːra,B,hear:B
76,Faroese,hear,ˈhɔiːɹa,B,hear:B
77,Norwegian Riksmal,hear,ˈhø̀ːɾə,B,hear:B
78,Stavangersk,hear,ˈhœɪ̀ʁa,B,hear:B
79,Old Swedish,hear,ˈhøːra,B,hear:B
80,Swedish,hear,ˈhœ̀:ra,B,hear:B
83,Elfdalian,hear,ˈæ̀ːrɑ,B,hear:B
84,Danish,hear,ˈhø:ʌ,B,hear:B
85,Danish Fjolde,hear,hyøɹ,B,hear:B
87,Gutnish Lau,hear,ˈhoɪrɛ,B,hear:B
89,English,hear,hɪə,B,hear:B
90,Frisian,hear,'jɛrə,B,hear:B
91,Dutch,hear,'horə(n),B,hear:B
96,German,hear,'hørən,B,hear:B
101,Latin,hear,au̯ˈdiːre,G,hear:G
102,Catalan,hear,sən'ti,I,hear:I
103,Portuguese,hear,oˈviɾ,G,hear:G
104,Spanish,hear,o'iɾ,G,hear:G
110,French,hear,ɑ̃tɑ̃dʀ,J,hear:J
120,Italian,hear,u'dire,G,hear:G
121,Italian,hear,sen'tire,I,hear:I
125,Old Irish,hear,roˈklunʹəθər,E,hear:E
126,Middle Cornish,hear,'klɛwɛs,E,hear:E
127,Middle Breton,hear,ˈkleːvet,E,hear:E
128,Breton,hear,ˈklɛːvɛt,E,hear:E
131,Irish,hear,kl̪ˠɪnʲ,E,hear:E
132,Irish,hear,kl̪ˠɔʃ,E,hear:E
14,Ancient Greek,one,héː̀s,C,one:C
16,Greek,one,ˈe̞nas,C,one:C
18,Classical Armenian,one,mi,B,one:B
20,Armenian Eastern,one,mɛk,B,one:B
38,Ossetic,one,"iw, jew",A,one:A
39,Ossetic Iron,one,jiw,A,one:A
40,Ossetic Digor,one,jew,A,one:A
51,Oriya,one,ekɔ,A,one:A
53,Bihari,one,ek,A,one:A
58,Urdu,one,ʔek,A,one:A
63,Marathi,one,ek,A,one:A
67,Old Church Slavonic,one,jɛdinʊ̆,A,one:A
68,Serbo-Croatian,one,jɛ̌dan,A,one:A
69,Bulgarian,one,ɘˈdin,A,one:A
70,Macedonian,one,ˈedɛn,A,one:A
71,Russian,one,a'dʲin,A,one:A
72,Polish,one,ˈjɛdɛn,A,one:A
73,Belarusian,one,aˈdzʲin,A,one:A
74,Ukrainian,one,ɔˈdɪn,A,one:A
75,Slovak,one,ˈjɛɟɛn,A,one:A
76,Czech,one,ˈjɛdɛn,A,one:A
77,Sorbian Upper,one,jɛdɘ̟n / jɛn,A,one:A
78,Sorbian Lower,one,ˈjadɛn,A,one:A
79,Slovenian,one,ɛn,A,one:A
83,Old Norse,one,ɛinː,A,one:A
84,Icelandic,one,eid̥n,A,one:A
85,Faroese,one,aiːn,A,one:A
86,Norwegian Riksmal,one,ɛnː,A,one:A
87,Stavangersk,one,ɛɪn,A,one:A
88,Old Swedish,one,enː,A,one:A
89,Swedish,one,ɛnː,A,one:A
92,Elfdalian,one,ɪɛnː,A,one:A
93,Danish,one,eˀn,A,one:A
94,Danish Fjolde,one,ien,A,one:A
96,Gutnish Lau,one,eːn,A,one:A
98,English,one,wʌn,A,one:A
100,Dutch,one,en,A,one:A
105,German,one,aĭn,A,one:A
110,Latin,one,ˈuːnus,A,one:A
111,Catalan,one,un,A,one:A
112,Portuguese,one,ũ,A,one:A
113,Spanish,one,'uno,A,one:A
119,French,one,œ̃,A,one:A
125,Italian,one,'uno,A,one:A
129,Old Irish,one,oin,A,one:A
130,Middle Cornish,one,idn,A,one:A
131,Middle Cornish,one,ʏn:,A,one:A
133,Middle Breton,one,"yn, ˈynan",A,one:A
134,Breton,one,"yn, ˈynan",A,one:A
137,Irish,one,eːn̪ˠ,A,one:A
12,Ancient Greek,sleep,katʰéu̯dɔː,R,sleep:R
14,Greek,sleep,ciˈmame̞,G,sleep:G
19,Armenian Eastern,sleep,kʰəˈnɛl,C,sleep:C
35,Ossetic,sleep,χwɨsɨn,J,sleep:J
37,Ossetic Iron,sleep,fynɐj kɐn-,J,sleep:J
38,Ossetic Digor,sleep,funɐj kɐn-,J,sleep:J
47,Assamese,sleep,xo,C,sleep:C
48,Oriya,sleep,so-,C,sleep:C
50,Bihari,sleep,suʈəb,C,sleep:C
51,Bihari,sleep,nind pərəb,C,sleep:C
57,Urdu,sleep,sonə,C,sleep:C
64,Marathi,sleep,'dzopɳe,D,sleep:D
69,Old Church Slavonic,sleep,sʊ̆pɑti,C,sleep:C
70,Serbo-Croatian,sleep,ˈspǎːvati,C,sleep:C
71,Bulgarian,sleep,spʲɤ,C,sleep:C
72,Macedonian,sleep,ˈspi.ɛ,C,sleep:C
73,Russian,sleep,spatʲ,C,sleep:C
74,Polish,sleep,spatɕ,C,sleep:C
75,Belarusian,sleep,spatsʲ,C,sleep:C
76,Ukrainian,sleep,ˈspatɪ,C,sleep:C
77,Slovak,sleep,spac,C,sleep:C
78,Czech,sleep,spaːt,C,sleep:C
79,Sorbian Upper,sleep,spatʃ,C,sleep:C
80,Sorbian Lower,sleep,spaɕ,C,sleep:C
81,Slovenian,sleep,ˈspǎːti,C,sleep:C
86,Old Norse,sleep,ˈsova,C,sleep:C
87,Icelandic,sleep,ˈsɔːva,C,sleep:C
88,Faroese,sleep,ˈsoːva,C,sleep:C
89,Norwegian Riksmal,sleep,ˈsòːʋə,C,sleep:C
90,Stavangersk,sleep,ˈsòːʋa,C,sleep:C
91,Old Swedish,sleep,ˈsoːva,C,sleep:C
92,Swedish,sleep,ˈsò:va,C,sleep:C
95,Elfdalian,sleep,ˈsɔ̀vɔ,C,sleep:C
96,Danish,sleep,ˈsɒwə,C,sleep:C
