ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
1523	Icelandic	small	smauːr	s m a uː r	441	s m a uː r	c087 c239 v130 v019 c151	1246	icel1247
1524	Dutch	smoke	roːk	r oː k	449	r oː k	c151 v035 c831	778	dutc1256
1525	Swedish	smoke	røk	r ø k	449	r ø k	c151 v171 c831	778	swed1254
1526	English	smoke	sməʊk	s m əʊ k	448	s m əu k	c087 c239 d029 c831	778	stan1293
1527	German	smoke	raux	r au x	449	r au x	c151 d026 c772	778	stan1295
1528	Spanish	smoke	umo	u m o	446	u m o	v027 c239 v042	778	stan1288
1529	Danish	smoke	ʁʌjˀ	ʁ ʌ jˀ	449	ʁ ʌ jˀ	c733 v097 c566	778	dani1285
1530	Bulgarian	smoke	dim	d i m	446	d i m	c143 v191 c239	778	bulg1262
1531	Greek	smoke	kapnos	k a p n o s	447	k a p n o s	c831 v130 c288 c105 v042 c087	778	mode1248
1532	Romanian	smoke	fum	f u m	446	f u m	c447 v027 c239	778	roma1327
1533	Russian	smoke	dɨm	d ɨ m	446	d ɨ m	c143 v116 c239	778	russ1263
1534	Polish	smoke	dɨm	d ɨ m	446	d ɨ m	c143 v116 c239	778	poli1260
1535	Norwegian	smoke	ɾœjk	ɾ œ j k	449	ɾ œ j k	c064 v178 c564 c831	778	norw1258
1536	French	smoke	fyme	f y m e	446	f y m e	c447 v166 c239 v200	778	stan1290
1537	Czech	smoke	diːm	d iː m	446	d iː m	c143 v183 c239	778	czec1258
1538	Icelandic	smoke	reiːkʏr	r e iː k ʏ r	449	r e iː k ʏ r	c151 v200 v183 c831 v173 c151	778	icel1247
1539	Italian	smoke	fumo	f u m o	446	f u m o	c447 v027 c239 v042	778	ital1282
1540	Hindi	smoke	dʱʊãː	d̤ ʊ ãː	446	d̤ ʊ ãː	c117 v056 v125	778	hind1269
1541	Portuguese	smoke	fumu	f u m u	446	f u m u	c447 v027 c239 v027	778	port1283
2068	Dutch	snake	slɑŋ	s l ɑ ŋ	585	s l ɑ ŋ	c087 c548 v089 c795	730	dutc1256
2069	Swedish	snake	orːm	o rː m	590	o rː m	v042 c160 c239	730	swed1254
2070	English	snake	sneɪk	s n eɪ k	588	s n eɪ k	c087 c105 d048 c831	730	stan1293
2071	German	snake	ʃlaŋə	ʃ l a ŋ ə	585	ʃ l a ŋ ə	c677 c548 v130 c795 v155	730	stan1295
2072	Spanish	snake	kulevra	k u l e v r a	583	k u l e v r a	c831 v027 c548 v200 c446 c151 v130	730	stan1288
2073	Danish	snake	slɑŋə	s l ɑ ŋ ə	585	s l ɑ ŋ ə	c087 c548 v089 c795 v155	730	dani1285
2074	Bulgarian	snake	zmija	z m i j a	584	z m i j a	c078 c239 v191 c564 v130	730	bulg1262
2075	Greek	snake	fiði	f i ð i	586	f i ð i	c447 v191 c415 v191	730	mode1248
2076	Armenian	snake	oʦʰ	o ʦʰ	586	o tsʰ	v042 c013	730	nucl1235
2077	Romanian	snake	ʃarpe	ʃ a r p e	589	ʃ a r p e	c677 v130 c151 c288 v200	730	roma1327
2078	Russian	snake	zmʲɪja	z mʲ ɪ j a	584	z mʲ ɪ j a	c078 c240 v219 c564 v130	730	russ1263
2079	Polish	snake	ʒmija	ʒ m i j a	584	ʒ m i j a	c679 c239 v191 c564 v130	730	poli1260
2080	Norwegian	snake	ɔɾm	ɔ ɾ m	590	ɔ ɾ m	v067 c064 c239	730	norw1258
2081	French	snake	sɛʁpɑ̃	s ɛ ʁ p ɑ̃	589	s ɛ ʁ p ɑ̃	c087 v229 c733 c288 v088	730	stan1290
2082	Czech	snake	ɦat	ɦ a t	591	ɦ a t	c397 v130 c118	730	czec1258
2083	Icelandic	snake	st͡lauŋka	s t͡l au ŋ k a	585	s tl au ŋ k a	c087 c559 d026 c795 c831 v130	730	icel1247
2084	Italian	snake	sɛrpɛnte	s ɛ r p ɛ n t e	589	s ɛ r p ɛ n t e	c087 v229 c151 c288 v229 c105 c118 v200	730	ital1282
2085	Hindi	snake	sãːp	s ãː p	589	s ãː p	c087 v125 c288	730	hind1269
2086	Portuguese	snake	sərpẽtə	s ə r p ẽ t ə	589	s ə r p ẽ t ə	c087 v155 c151 c288 v201 c118 v155	730	port1283
2087	Spanish	snake	seɾpjente	s e ɾ p j e n t e	589	s e ɾ p j e n t e	c087 v200 c064 c288 c564 v200 c105 c118 v200	730	stan1288
2088	Polish	snake	vɔ̃ʒ	v ɔ̃ ʒ	587	v ɔ̃ ʒ	c446 v066 c679	730	poli1260
2089	Norwegian	snake	ʃlɑŋə	ʃ l ɑ ŋ ə	585	ʃ l ɑ ŋ ə	c677 c548 v089 c795 v155	730	norw1258
2090	Portuguese	snake	kɔbrɐ	k ɔ b r ɐ	583	k ɔ b r ɐ	c831 v067 c254 c151 v119	730	port1283
1542	Dutch	stand	staːn	s t aː n	451	s t aː n	c087 c118 v137 c105	1442	dutc1256
1543	Swedish	stand	stoː	s t oː	451	s t oː	c087 c118 v035	1442	swed1254
1544	English	stand	stænd	s t æ n d	451	s t æ n d	c087 c118 v198 c105 c143	1442	stan1293
1545	German	stand	ʃteːən	ʃ t eː ə n	451	ʃ t eː ə n	c677 c118 v202 v155 c105	1442	stan1295
1546	Danish	stand	sdɔˀ	s d ɔˀ	451	s d ɔˀ	c087 c143 v064	1442	dani1285
1547	Bulgarian	stand	stɔjə	s t ɔ j ə	451	s t ɔ j ə	c087 c118 v067 c564 v155	1442	bulg1262
1548	Greek	stand	stekome	s t e k o m e	451	s t e k o m e	c087 c118 v200 c831 v042 c239 v200	1442	mode1248
1549	Armenian	stand	kɑngnɛl	k ɑ n g n ɛ l	450	k ɑ n g n ɛ l	c831 v089 c105 c824 c105 v229 c548	1442	nucl1235
1550	Romanian	stand	sta	s t a	451	s t a	c087 c118 v130	1442	roma1327
1551	Russian	stand	stɐjatʲ	s t ɐ j a tʲ	451	s t ɐ j a tʲ	c087 c118 v119 c564 v130 c113	1442	russ1263
1552	Polish	stand	staʨ	s t a ʨ	451	s t a tɕ	c087 c118 v130 c198	1442	poli1260
1553	Norwegian	stand	stoː	s t oː	451	s t oː	c087 c118 v035	1442	norw1258
1554	Czech	stand	staːt	s t aː t	451	s t aː t	c087 c118 v137 c118	1442	czec1258
1555	Icelandic	stand	stanta	s t a n t a	451	s t a n t a	c087 c118 v130 c105 c118 v130	1442	icel1247
1556	Italian	stand	stare	s t a r e	451	s t a r e	c087 c118 v130 c151 v200	1442	ital1282
1557	Hindi	stand	kʰaɽaː	kʰ a ɽ aː	452	kʰ a ɽ aː	c813 v130 c697 v137	1442	hind1269
1558	Dutch	star	stɛr	s t ɛ r	454	s t ɛ r	c087 c118 v229 c151	1430	dutc1256
1559	Swedish	star	ɧɛːrna	ɧ ɛː r n a	454	ɧ ɛː r n a	c613 v225 c151 c105 v130	1430	swed1254
1560	English	star	stɑːr	s t ɑː r	454	s t ɑː r	c087 c118 v091 c151	1430	stan1293
1561	German	star	ʃtɛrn	ʃ t ɛ r n	454	ʃ t ɛ r n	c677 c118 v229 c151 c105	1430	stan1295
1562	Spanish	star	estɾeʎa	e s t ɾ e ʎ a	454	e s t ɾ e ʎ a	v200 c087 c118 c064 v200 c582 v130	1430	stan1288
1563	Danish	star	sdjæʁnə	s d j æ ʁ n ə	454	s d j æ ʁ n ə	c087 c143 c564 v198 c733 c105 v155	1430	dani1285
1564	Bulgarian	star	zvɛzda	z v ɛ z d a	453	z v ɛ z d a	c078 c446 v229 c078 c143 v130	1430	bulg1262
1565	Greek	star	asteri	a s t e r i	454	a s t e r i	v130 c087 c118 v200 c151 v191	1430	mode1248
1566	Armenian	star	ɑstəʁ	ɑ s t ə ʁ	454	ɑ s t ə ʁ	v089 c087 c118 v155 c733	1430	nucl1235
1567	Romanian	star	stea	s t e a	454	s t e a	c087 c118 v200 v130	1430	roma1327
1568	Russian	star	zvʲɪzda	z vʲ ɪ z d a	453	z vʲ ɪ z d a	c078 c429 v219 c078 c143 v130	1430	russ1263
1569	Polish	star	ɡvʲazda	ɡ vʲ a z d a	453	g vʲ a z d a	c824 c429 v130 c078 c143 v130	1430	poli1260
1570	Norwegian	star	stjæːɳə	s t j æː ɳ ə	454	s t j æː ɳ ə	c087 c118 c564 v199 c705 v155	1430	norw1258
1571	French	star	etwal	e t w a l	454	e t w a l	v200 c118 c457 v130 c548	1430	stan1290
1572	Czech	star	ɦvʲɛzda	ɦ vʲ ɛ z d a	453	ɦ vʲ ɛ z d a	c397 c429 v229 c078 c143 v130	1430	czec1258
1573	Icelandic	star	stjart͡na	s t j a r t͡n a	454	s t j a r n̥ a	c087 c118 c564 v130 c151 c093 v130	1430	icel1247
1574	Italian	star	stella	s t e lː a	454	s t e lː a	c087 c118 v200 c539 v130	1430	ital1282
1575	Hindi	star	taːraː	t aː r aː	454	t aː r aː	c118 v137 c151 v137	1430	hind1269
1576	Portuguese	star	əʃtrelɐ	ə ʃ t r e l ɐ	454	ə ʃ t r e l ɐ	v155 c677 c118 c151 v200 c548 v119	1430	port1283
1577	Dutch	stone	steːn	s t eː n	458	s t eː n	c087 c118 v202 c105	857	dutc1256
1578	Swedish	stone	steːn	s t eː n	458	s t eː n	c087 c118 v202 c105	857	swed1254
1579	English	stone	stəʊn	s t əʊ n	458	s t əu n	c087 c118 d029 c105	857	stan1293
1580	German	stone	ʃtain	ʃ t ai n	458	ʃ t ai n	c677 c118 d030 c105	857	stan1295
1581	Spanish	stone	pjeðɾa	p j e ð ɾ a	455	p j e ð ɾ a	c288 c564 v200 c415 c064 v130	857	stan1288
1582	Danish	stone	sdeˀn	s d eˀ n	458	s d eˀ n	c087 c143 v205 c105	857	dani1285
1583	Bulgarian	stone	kamək	k a m ə k	459	k a m ə k	c831 v130 c239 v155 c831	857	bulg1262
1584	Greek	stone	petra	p e t r a	460	p e t r a	c288 v200 c118 c151 v130	857	mode1248
1585	Armenian	stone	kʰɑɾ	kʰ ɑ ɾ	461	kʰ ɑ ɾ	c813 v089 c064	857	nucl1235
1586	Romanian	stone	pjatrə	p j a t r ə	455	p j a t r ə	c288 c564 v130 c118 c151 v155	857	roma1327
1587	Russian	stone	kamʲɪnʲ	k a mʲ ɪ nʲ	459	k a mʲ ɪ nʲ	c831 v130 c240 v219 c099	857	russ1263
1588	Polish	stone	kamʲɛɲ	k a mʲ ɛ ɲ	459	k a mʲ ɛ ɲ	c831 v130 c240 v229 c589	857	poli1260
1589	Norwegian	stone	stæjn	s t æ j n	458	s t æ j n	c087 c118 v198 c564 c105	857	norw1258
1590	French	stone	pjɛʁ	p j ɛ ʁ	455	p j ɛ ʁ	c288 c564 v229 c733	857	stan1290
1591	Czech	stone	kaːmɛn	k aː m ɛ n	459	k aː m ɛ n	c831 v137 c239 v229 c105	857	czec1258
1592	Icelandic	stone	steit͡n	s t ei t͡n	458	s t ei n̥	c087 c118 d047 c093	857	icel1247
1593	Italian	stone	sasso	s a sː o	456	s a sː o	c087 v130 c070 v042	857	ital1282
1594	Hindi	stone	pətʰːər	p ə tʰː ə r	457	p ə tːʰ ə r	c288 v155 c843 v155 c151	857	hind1269
1595	Portuguese	stone	pɛdrɐ	p ɛ d r ɐ	455	p ɛ d r ɐ	c288 v229 c143 c151 v119	857	port1283
1596	Dutch	sun	zɔn	z ɔ n	463	z ɔ n	c078 v067 c105	1343	dutc1256
1597	Swedish	sun	soːl	s oː l	463	s oː l	c087 v035 c548	1343	swed1254
1598	English	sun	sʌn	s ʌ n	463	s ʌ n	c087 v097 c105	1343	stan1293
1599	German	sun	zɔnə	z ɔ n ə	463	z ɔ n ə	c078 v067 c105 v155	1343	stan1295
1600	Spanish	sun	sol	s o l	463	s o l	c087 v042 c548	1343	stan1288
1601	Danish	sun	soˀl	s oˀ l	463	s oˀ l	c087 v048 c548	1343	dani1285
1602	Bulgarian	sun	slɤnʦɛ	s l ɤ n ʦ ɛ	463	s l ɤ n ts ɛ	c087 c548 v084 c105 c015 v229	1343	bulg1262
1603	Greek	sun	iʎos	i ʎ o s	463	i ʎ o s	v191 c582 v042 c087	1343	mode1248
1604	Armenian	sun	ɑɾɛv	ɑ ɾ ɛ v	462	ɑ ɾ ɛ v	v089 c064 v229 c446	1343	nucl1235
1605	Romanian	sun	sware	s w a r e	463	s w a r e	c087 c457 v130 c151 v200	1343	roma1327
1606	Russian	sun	sonʦə	s o n ʦ ə	463	s o n ts ə	c087 v042 c105 c015 v155	1343	russ1263
1607	Polish	sun	swɔnʲʦɛ	s w ɔ nʲ ʦ ɛ	463	s w ɔ nʲ ts ɛ	c087 c457 v067 c099 c015 v229	1343	poli1260
1608	Norwegian	sun	suːl	s uː l	463	s uː l	c087 v019 c548	1343	norw1258
1609	French	sun	sɔlɛj	s ɔ l ɛ j	463	s ɔ l ɛ j	c087 v067 c548 v229 c564	1343	stan1290
1610	Czech	sun	slʊnʦɛ	s l ʊ n ʦ ɛ	463	s l ʊ n ts ɛ	c087 c548 v056 c105 c015 v229	1343	czec1258
1611	Icelandic	sun	souːl	s o uː l	463	s o uː l	c087 v042 v019 c548	1343	icel1247
1612	Italian	sun	sole	s o l e	463	s o l e	c087 v042 c548 v200	1343	ital1282
1613	Hindi	sun	suːrəʤ	s uː r ə ʤ	463	s uː r ə dʒ	c087 v019 c151 v155 c649	1343	hind1269
1614	Portuguese	sun	sɔl	s ɔ l	463	s ɔ l	c087 v067 c548	1343	port1283
1615	Dutch	swim	zʋɛmə	z ʋ ɛ m ə	465	z ʋ ɛ m ə	c078 c424 v229 c239 v155	1439	dutc1256
1616	Swedish	swim	simːa	s i mː a	465	s i mː a	c087 v191 c242 v130	1439	swed1254
1617	English	swim	sʋɪm	s ʋ ɪ m	465	s ʋ ɪ m	c087 c424 v219 c239	1439	stan1293
1618	German	swim	ʃvɪmən	ʃ v ɪ m ə n	465	ʃ v ɪ m ə n	c677 c446 v219 c239 v155 c105	1439	stan1295
1619	Spanish	swim	naðaɾ	n a ð a ɾ	466	n a ð a ɾ	c105 v130 c415 v130 c064	1439	stan1288
1620	Danish	swim	svœmə	s v œ m ə	465	s v œ m ə	c087 c446 v178 c239 v155	1439	dani1285
1621	Bulgarian	swim	pluvəm	p l u v ə m	467	p l u v ə m	c288 c548 v027 c446 v155 c239	1439	bulg1262
1622	Greek	swim	kolimbo	k o l i m b o	469	k o l i m b o	c831 v042 c548 v191 c239 c254 v042	1439	mode1248
1623	Armenian	swim	loʁɑl	l o ʁ ɑ l	467	l o ʁ ɑ l	c548 v042 c733 v089 c548	1439	nucl1235
1624	Romanian	swim	ɨnota	ɨ n o t a	466	ɨ n o t a	v116 c105 v042 c118 v130	1439	roma1327
1625	Russian	swim	plɨtʲ	p l ɨ tʲ	467	p l ɨ tʲ	c288 c548 v116 c113	1439	russ1263
1626	Polish	swim	pwɨvaʨ	p w ɨ v a ʨ	467	p w ɨ v a tɕ	c288 c457 v116 c446 v130 c198	1439	poli1260
1627	Norwegian	swim	sʋœmə	s ʋ œ m ə	465	s ʋ œ m ə	c087 c424 v178 c239 v155	1439	norw1258
1628	French	swim	naʒe	n a ʒ e	464	n a ʒ e	c105 v130 c679 v200	1439	stan1290
1629	Czech	swim	plavat	p l a v a t	467	p l a v a t	c288 c548 v130 c446 v130 c118	1439	czec1258
1630	Icelandic	swim	synta	s y n t a	468	s y n t a	c087 v166 c105 c118 v130	1439	icel1247
1631	Italian	swim	nwotare	n w o t a r e	466	n w o t a r e	c105 c457 v042 c118 v130 c151 v200	1439	ital1282
1632	Hindi	swim	tɛːrnaː	t ɛː r n aː	470	t ɛː r n aː	c118 v225 c151 c105 v137	1439	hind1269
1633	Portuguese	swim	nɐdar	n ɐ d a r	466	n ɐ d a r	c105 v119 c143 v130 c151	1439	port1283
1634	Dutch	tail	staːrt	s t aː r t	473	s t aː r t	c087 c118 v137 c151 c118	1220	dutc1256
1635	Swedish	tail	ɧɛrt	ɧ ɛ r t	473	ɧ ɛ r t	c613 v229 c151 c118	1220	swed1254
1636	English	tail	teɪl	t eɪ l	484	t eɪ l	c118 d048 c548	1220	stan1293
1637	German	tail	ʃvant͡s	ʃ v a n t͡s	478	ʃ v a n ts	c677 c446 v130 c105 c015	1220	stan1295
1638	Spanish	tail	kola	k o l a	471	k o l a	c831 v042 c548 v130	1220	stan1288
1639	Danish	tail	hæːlə	h æː l ə	482	h æː l ə	c401 v199 c548 v155	1220	dani1285
1640	Bulgarian	tail	opaʃkə	o p a ʃ k ə	476	o p a ʃ k ə	v042 c288 v130 c677 c831 v155	1220	bulg1262
1641	Greek	tail	ura	u r a	475	u r a	v027 c151 v130	1220	mode1248
1642	Armenian	tail	poʧʰ	p o ʧʰ	474	p o tʃʰ	c288 v042 c655	1220	nucl1235
1643	Romanian	tail	kwadə	k w a d ə	471	k w a d ə	c831 c457 v130 c143 v155	1220	roma1327
1644	Russian	tail	xvost	x v o s t	479	x v o s t	c772 c446 v042 c087 c118	1220	russ1263
1645	Polish	tail	ɔɡɔn	ɔ ɡ ɔ n	483	ɔ g ɔ n	v067 c824 v067 c105	1220	poli1260
1646	Norwegian	tail	hɑːlə	h ɑː l ə	482	h ɑː l ə	c401 v091 c548 v155	1220	norw1258
1647	French	tail	kø	k ø	471	k ø	c831 v171	1220	stan1290
1648	Czech	tail	oʦas	o ʦ a s	481	o ts a s	v042 c015 v130 c087	1220	czec1258
1649	Icelandic	tail	haːlɪ	h aː l ɪ	482	h aː l ɪ	c401 v137 c548 v219	1220	icel1247
1650	Italian	tail	koda	k o d a	471	k o d a	c831 v042 c143 v130	1220	ital1282
1651	Hindi	tail	puːʧʰ	p uː ʧʰ	472	p uː tʃʰ	c288 v019 c655	1220	hind1269
1652	Portuguese	tail	kawdɐ	k a w d ɐ	471	k a w d ɐ	c831 v130 c457 c143 v119	1220	port1283
1653	Spanish	tail	ravo	r a v o	480	r a v o	c151 v130 c446 v042	1220	stan1288
1654	Icelandic	tail	skɔʰt	s k ɔ ʰt	477	s k ɔ ʰt	c087 c831 v067 c836	1220	icel1247
1655	Portuguese	tail	ʀabu	ʀ a b u	480	ʀ a b u	c761 v130 c254 v027	1220	port1283
1656	Dutch	that	diː	d iː	487	d iː	c143 v183	78	dutc1256
1657	Swedish	that	də	d ə	487	d ə	c143 v155	78	swed1254
1658	English	that	ðæt	ð æ t	487	ð æ t	c415 v198 c118	78	stan1293
1659	German	that	jeːnər	j eː n ə r	489	j eː n ə r	c564 v202 c105 v155 c151	78	stan1295
1660	Spanish	that	akel	a k e l	486	a k e l	v130 c831 v200 c548	78	stan1288
1661	Danish	that	de	d e	487	d e	c143 v200	78	dani1285
1662	Bulgarian	that	ɔnzi	ɔ n z i	485	ɔ n z i	v067 c105 c078 v191	78	bulg1262
1663	Greek	that	ecino	e c i n o	486	e c i n o	v200 c600 v191 c105 v042	78	mode1248
1664	Armenian	that	ɑɪ̯n	ɑɪ n	485	ɑɪ n	d065 c105	78	nucl1235
1665	Romanian	that	aʧel	a ʧ e l	486	a tʃ e l	v130 c645 v200 c548	78	roma1327
1666	Russian	that	to	t o	487	t o	c118 v042	78	russ1263
1667	Polish	that	tamtɔ	t a m t ɔ	487	t a m t ɔ	c118 v130 c239 c118 v067	78	poli1260
1668	Norwegian	that	deː	d eː	487	d eː	c143 v202	78	norw1258
1669	French	that	səla	s ə l a	486	s ə l a	c087 v155 c548 v130	78	stan1290
1670	Czech	that	tamto	t a m t o	487	t a m t o	c118 v130 c239 c118 v042	78	czec1258
1671	Icelandic	that	θɛsːɪ	θ ɛ sː ɪ	487	θ ɛ sː ɪ	c413 v229 c070 v219	78	icel1247
1672	Italian	that	kwello	k w e lː o	486	k w e lː o	c831 c457 v200 c539 v042	78	ital1282
1673	Hindi	that	və	v ə	490	v ə	c446 v155	78	hind1269
1674	Portuguese	that	ɐkelə	ɐ k e l ə	486	ɐ k e l ə	v119 c831 v200 c548 v155	78	port1283
1675	Danish	that	hiˀn	h iˀ n	486	h iˀ n	c401 v190 c105	78	dani1285
1676	Icelandic	that	sauː	s a uː	488	s a uː	c087 v130 v019	78	icel1247
2091	Dutch	thin	fɛɪn	f ɛɪ n	-599	f ɛi n	c447 d059 c105	1400	dutc1256
2092	Swedish	thin	smal	s m a l	596	s m a l	c087 c239 v130 c548	1400	swed1254
2093	English	thin	θɪn	θ ɪ n	601	θ ɪ n	c413 v219 c105	1400	stan1293
2094	German	thin	dʏn	d ʏ n	601	d ʏ n	c143 v173 c105	1400	stan1295
2095	Spanish	thin	delɣaðo	d e l ɣ a ð o	593	d e l ɣ a ð o	c143 v200 c548 c774 v130 c415 v042	1400	stan1288
2096	Danish	thin	tønˀ	t ø nˀ	601	t ø nˀ	c118 v171 c094	1400	dani1285
2097	Bulgarian	thin	tɤnək	t ɤ n ə k	601	t ɤ n ə k	c118 v084 c105 v155 c831	1400	bulg1262
2098	Greek	thin	leptos	l e p t o s	597	l e p t o s	c548 v200 c288 c118 v042 c087	1400	mode1248
2099	Armenian	thin	bɑɾɑk	b ɑ ɾ ɑ k	-594	b ɑ ɾ ɑ k	c254 v089 c064 v089 c831	1400	nucl1235
2100	Romanian	thin	subʦire	s u b ʦ i r e	598	s u b ts i r e	c087 v027 c254 c015 v191 c151 v200	1400	roma1327
2101	Russian	thin	tonkʲɪj	t o n kʲ ɪ j	601	t o n kʲ ɪ j	c118 v042 c105 c830 v219 c564	1400	russ1263
2102	Polish	thin	ʨɛ̃nki	ʨ ɛ̃ n k i	601	tɕ ɛ̃ n k i	c198 v231 c105 c831 v191	1400	poli1260
2103	Norwegian	thin	tyn	t y n	601	t y n	c118 v166 c105	1400	norw1258
2104	French	thin	mɛ̃s	m ɛ̃ s	600	m ɛ̃ s	c239 v231 c087	1400	stan1290
2105	Czech	thin	tɛŋkiː	t ɛ ŋ k iː	601	t ɛ ŋ k iː	c118 v229 c795 c831 v183	1400	czec1258
2106	Icelandic	thin	θʏnːʏr	θ ʏ nː ʏ r	601	θ ʏ nː ʏ r	c413 v173 c104 v173 c151	1400	icel1247
2107	Italian	thin	fine	f i n e	592	f i n e	c447 v191 c105 v200	1400	ital1282
2108	Hindi	thin	pətlaː	p ə t l aː	595	p ə t l aː	c288 v155 c118 c548 v137	1400	hind1269
2109	Portuguese	thin	finu	f i n u	592	f i n u	c447 v191 c105 v027	1400	port1283
2110	Dutch	thin	dʉn	d ʉ n	601	d ʉ n	c143 v102 c105	1400	dutc1256
2111	Swedish	thin	tunː	t u nː	601	t u nː	c118 v027 c104	1400	swed1254
2112	Spanish	thin	sutil	s u t i l	598	s u t i l	c087 v027 c118 v191 c548	1400	stan1288
2113	Danish	thin	smalˀ	s m a lˀ	596	s m a lˀ	c087 c239 v130 c550	1400	dani1285
2114	Romanian	thin	fin	f i n	592	f i n	c447 v191 c105	1400	roma1327
2115	Norwegian	thin	smɑːl	s m ɑː l	596	s m ɑː l	c087 c239 v091 c548	1400	norw1258
2116	Italian	thin	sottile	s o tː i l e	598	s o tː i l e	c087 v042 c128 v191 c548 v200	1400	ital1282
2117	Portuguese	thin	dɛlgadu	d ɛ l g a d u	593	d ɛ l g a d u	c143 v229 c548 c824 v130 c143 v027	1400	port1283
1677	Dutch	this	deːzə	d eː z ə	492	d eː z ə	c143 v202 c078 v155	1214	dutc1256
1678	Swedish	this	dɛta	d ɛ t a	492	d ɛ t a	c143 v229 c118 v130	1214	swed1254
1679	English	this	ðɪs	ð ɪ s	492	ð ɪ s	c415 v219 c087	1214	stan1293
1680	German	this	diːzər	d iː z ə r	492	d iː z ə r	c143 v183 c078 v155 c151	1214	stan1295
1681	Spanish	this	este	e s t e	492	e s t e	v200 c087 c118 v200	1214	stan1288
1682	Danish	this	dɛnə	d ɛ n ə	492	d ɛ n ə	c143 v229 c105 v155	1214	dani1285
1683	Bulgarian	this	tɔzi	t ɔ z i	492	t ɔ z i	c118 v067 c078 v191	1214	bulg1262
1684	Greek	this	afto	a f t o	492	a f t o	v130 c447 c118 v042	1214	mode1248
1685	Armenian	this	ɑɪs	ɑɪ s	492	ɑɪ s	d065 c087	1214	nucl1235
1686	Romanian	this	aʧest	a ʧ e s t	493	a tʃ e s t	v130 c645 v200 c087 c118	1214	roma1327
1687	Russian	this	ɛtə	ɛ t ə	492	ɛ t ə	v229 c118 v155	1214	russ1263
1688	Polish	this	tɔ	t ɔ	492	t ɔ	c118 v067	1214	poli1260
1689	Norwegian	this	detə	d e t ə	492	d e t ə	c143 v200 c118 v155	1214	norw1258
1690	French	this	səsi	s ə s i	493	s ə s i	c087 v155 c087 v191	1214	stan1290
1691	Czech	this	toto	t o t o	492	t o t o	c118 v042 c118 v042	1214	czec1258
1692	Icelandic	this	θɛsːɪ	θ ɛ sː ɪ	492	θ ɛ sː ɪ	c413 v229 c070 v219	1214	icel1247
1693	Italian	this	kwesto	k w e s t o	493	k w e s t o	c831 c457 v200 c087 c118 v042	1214	ital1282
1694	Hindi	this	jə	j ə	491	j ə	c564 v155	1214	hind1269
1695	Portuguese	this	əʃtə	ə ʃ t ə	492	ə ʃ t ə	v155 c677 c118 v155	1214	port1283
1696	Danish	this	dɛnə	d ɛ n ə	492	d ɛ n ə	c143 v229 c105 v155	1214	dani1285
1697	Dutch	thou	jɛɪ	j ɛɪ	494	j ɛi	c564 d059	1215	dutc1256
1698	Swedish	thou	dʉ	d ʉ	495	d ʉ	c143 v102	1215	swed1254
1699	English	thou	juː	j uː	494	j uː	c564 v019	1215	stan1293
1700	German	thou	duː	d uː	495	d uː	c143 v019	1215	stan1295
1701	Spanish	thou	tu	t u	495	t u	c118 v027	1215	stan1288
1702	Danish	thou	duˀ	d uˀ	495	d uˀ	c143 v013	1215	dani1285
1703	Bulgarian	thou	ti	t i	495	t i	c118 v191	1215	bulg1262
1704	Greek	thou	esi	e s i	495	e s i	v200 c087 v191	1215	mode1248
1705	Armenian	thou	du	d u	495	d u	c143 v027	1215	nucl1235
1706	Romanian	thou	tu	t u	495	t u	c118 v027	1215	roma1327
1707	Russian	thou	tɨ	t ɨ	495	t ɨ	c118 v116	1215	russ1263
1708	Polish	thou	tɨ	t ɨ	495	t ɨ	c118 v116	1215	poli1260
1709	Norwegian	thou	dʉː	d ʉː	495	d ʉː	c143 v100	1215	norw1258
1710	French	thou	ty	t y	495	t y	c118 v166	1215	stan1290
1711	Czech	thou	tɪ	t ɪ	495	t ɪ	c118 v219	1215	czec1258
1712	Icelandic	thou	θuː	θ uː	495	θ uː	c413 v019	1215	icel1247
1713	Italian	thou	tu	t u	495	t u	c118 v027	1215	ital1282
1714	Hindi	thou	tuː	t uː	495	t uː	c118 v019	1215	hind1269
1715	Portuguese	thou	tu	t u	495	t u	c118 v027	1215	port1283
1716	Dutch	tongue	tɔŋ	t ɔ ŋ	496	t ɔ ŋ	c118 v067 c795	1205	dutc1256
1717	Swedish	tongue	tuŋːa	t u ŋː a	496	t u ŋː a	c118 v027 c798 v130	1205	swed1254
1718	English	tongue	tʌŋ	t ʌ ŋ	496	t ʌ ŋ	c118 v097 c795	1205	stan1293
1719	German	tongue	t͡sʊŋə	t͡s ʊ ŋ ə	496	ts ʊ ŋ ə	c015 v056 c795 v155	1205	stan1295
1720	Spanish	tongue	leŋɡwa	l e ŋ ɡ w a	496	l e ŋ g w a	c548 v200 c795 c824 c457 v130	1205	stan1288
1721	Danish	tongue	tɔŋə	t ɔ ŋ ə	496	t ɔ ŋ ə	c118 v067 c795 v155	1205	dani1285
1722	Bulgarian	tongue	ɛzik	ɛ z i k	496	ɛ z i k	v229 c078 v191 c831	1205	bulg1262
1723	Greek	tongue	ɣlosa	ɣ l o s a	497	ɣ l o s a	c774 c548 v042 c087 v130	1205	mode1248
1724	Armenian	tongue	lɛzu	l ɛ z u	496	l ɛ z u	c548 v229 c078 v027	1205	nucl1235
