ID	DOCULECT	CONCEPT	IDS_ID	COUNTERPART	IPA	COGID	TOKENS	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG
2003	English	to bore	9.46	bore	bɔːr	648	b ɔː r	b ɔː r	c254 v065 c151	1501	BORE	stan1293
1924	German	to break	9.26	brechen	brɛxən	1930	b r ɛ x ə n	b r ɛ x ə n	c254 c151 v229 c772 v155 c105	680	BREAK (DESTROY OR GET DESTROYED)	stan1295
1925	French	to break	9.26	casser	kase	1931	k a s e	k a s e	c831 v130 c087 v200	680	BREAK (DESTROY OR GET DESTROYED)	stan1290
1926	French	to break	9.26	briser	bʀize	6041	b ʀ i z e	b ʀ i z e	c254 c761 v191 c078 v200	680	BREAK (DESTROY OR GET DESTROYED)	stan1290
1927	Dutch	to break	9.26	breken	breːkə	1930	b r eː k ə	b r eː k ə	c254 c151 v202 c831 v155	680	BREAK (DESTROY OR GET DESTROYED)	dutc1256
1928	English	to break	9.26	break	breɪk	1930	b r eɪ k	b r eɪ k	c254 c151 d048 c831	680	BREAK (DESTROY OR GET DESTROYED)	stan1293
985	German	to breathe	4.51	atmen	aːtmən	1548	aː t m ə n	aː t m ə n	v137 c118 c239 v155 c105	1407	BREATHE	stan1295
988	French	to breathe	4.51	respirer	ʀɛspiʀe	1550	ʀ ɛ s p i ʀ e	ʀ ɛ s p i ʀ e	c761 v229 c087 c288 v191 c761 v200	1407	BREATHE	stan1290
990	Dutch	to breathe	4.51	ademen	aːdəmə	1548	aː d ə m ə	aː d ə m ə	v137 c143 v155 c239 v155	1407	BREATHE	dutc1256
991	English	to breathe	4.51	breathe	briːð	1549	b r iː ð	b r iː ð	c254 c151 v183 c415	1407	BREATHE	stan1293
2274	German	to bring	10.62	bringen	brɪŋən	1434	b r ɪ ŋ ə n	b r ɪ ŋ ə n	c254 c151 v219 c795 v155 c105	692	BRING	stan1295
2277	French	to bring	10.62	amener	amne	1437	a m n e	a m n e	v130 c239 c105 v200	692	BRING	stan1290
2278	Dutch	to bring	10.62	brengen	brɛŋə	1434	b r ɛ ŋ ə	b r ɛ ŋ ə	c254 c151 v229 c795 v155	692	BRING	dutc1256
2279	English	to bring	10.62	bring	brɪŋ	1434	b r ɪ ŋ	b r ɪ ŋ	c254 c151 v219 c795	692	BRING	stan1293
1994	German	to build	9.44	bauen	bauən	642	b au ə n	b au ə n	c254 d026 v155 c105	1840	BUILD	stan1295
1995	French	to build	9.44	bâtir	bɑtiʀ	644	b ɑ t i ʀ	b ɑ t i ʀ	c254 v089 c118 v191 c761	1840	BUILD	stan1290
1996	French	to build	9.44	construire	kɔ̃stʀɥiʀ	645	k ɔ̃ s t ʀ ɥ i ʀ	k ɔ̃ s t ʀ ɥ i ʀ	c831 v066 c087 c118 c761 c453 v191 c761	1840	BUILD	stan1290
1997	Dutch	to build	9.44	bouwen	bɑuwə	642	b ɑu w ə	b ɑu w ə	c254 d023 c457 v155	1840	BUILD	dutc1256
1998	English	to build	9.44	build	bɪld	643	b ɪ l d	b ɪ l d	c254 v219 c548 c143	1840	BUILD	stan1293
1079	German	to bury	4.78	begraben	bə#ɡraːbən	340	b ə # ɡ r aː b ə n	b ə _ g r aː b ə n	c254 v155 m001 c824 c151 v137 c254 v155 c105	1719	BURY	stan1295
1080	German	to bury	4.78	beerdigen	bə.#eːrdɪɡən	342	b ə # eː r d ɪ ɡ ə n	b ə _ eː r d ɪ g ə n	c254 v155 m001 v202 c151 c143 v219 c824 v155 c105	1719	BURY	stan1295
1081	French	to bury	4.78	enterrer	ɑ̃teʀe	341	ɑ̃ t e ʀ e	ɑ̃ t e ʀ e	v088 c118 v200 c761 v200	1719	BURY	stan1290
1082	Dutch	to bury	4.78	begraven	bə#ɣraːvə	340	b ə # ɣ r aː v ə	b ə _ ɣ r aː v ə	c254 v155 m001 c774 c151 v137 c446 v155	1719	BURY	dutc1256
1083	English	to bury	4.78	bury	bɛrɪ	6022	b ɛ r ɪ	b ɛ r ɪ	c254 v229 c151 v219	1719	BURY	stan1293
2501	German	to buy	11.81	kaufen	kaufən	232	k au f ə n	k au f ə n	c831 d026 c447 v155 c105	1869	BUY	stan1295
2502	French	to buy	11.81	acheter	aʃte	234	a ʃ t e	a ʃ t e	v130 c677 c118 v200	1869	BUY	stan1290
2503	Dutch	to buy	11.81	kopen	koːpə	232	k oː p ə	k oː p ə	c831 v035 c288 v155	1869	BUY	dutc1256
2504	English	to buy	11.81	buy	baɪ	233	b aɪ	b aɪ	c254 d032	1869	BUY	stan1293
2270	German	to carry	10.61	tragen	traːɡən	1431	t r aː ɡ ə n	t r aː g ə n	c118 c151 v137 c824 v155 c105	700	CARRY	stan1295
2271	French	to carry	10.61	porter	pɔʀte	1433	p ɔ ʀ t e	p ɔ ʀ t e	c288 v067 c761 c118 v200	700	CARRY	stan1290
2272	Dutch	to carry	10.61	dragen	draːɣə	1431	d r aː ɣ ə	d r aː ɣ ə	c143 c151 v137 c774 v155	700	CARRY	dutc1256
2273	English	to carry	10.61	carry	kærɪ	1432	k æ r ɪ	k æ r ɪ	c831 v198 c151 v219	700	CARRY	stan1293
2088	German	to carve	9.81	meißeln	maisəln	2255	m ai s ə l n	m ai s ə l n	c239 d030 c087 v155 c548 c105	228	CARVE	stan1295
2089	French	to carve	9.81	sculpter	skylte	2254	s k y l t e	s k y l t e	c087 c831 v166 c548 c118 v200	228	CARVE	stan1290
2091	Dutch	to carve	9.81	kerven	kɛrvə	2253	k ɛ r v ə	k ɛ r v ə	c831 v229 c151 c446 v155	228	CARVE	dutc1256
2092	English	to carve	9.81	carve	kɑːv	2253	k ɑː v	k ɑː v	c831 v091 c446	228	CARVE	stan1293
2036	German	to cast	9.63	gießen	ɡiːsən	1644	ɡ iː s ə n	g iː s ə n	c824 v183 c087 v155 c105	211	CAST	stan1295
2037	French	to cast	9.63	mouler	mule	1646	m u l e	m u l e	c239 v027 c548 v200	211	CAST	stan1290
2038	French	to cast	9.63	couler	kule	1646	k u l e	k u l e	c831 v027 c548 v200	211	CAST	stan1290
2039	Dutch	to cast	9.63	gieten	xiːtə	1644	x iː t ə	x iː t ə	c772 v183 c118 v155	211	CAST	dutc1256
2040	English	to cast	9.63	cast	kɑːst	1645	k ɑː s t	k ɑː s t	c831 v091 c087 c118	211	CAST	stan1293
2157	German	to catch	10.252	fangen	faŋən	630	f a ŋ ə n	f a ŋ ə n	c447 v130 c795 v155 c105	702	CATCH	stan1295
2158	French	to catch	10.252	attraper	atʀape	632	a t ʀ a p e	a t ʀ a p e	v130 c118 c761 v130 c288 v200	702	CATCH	stan1290
2159	Dutch	to catch	10.252	vangen	vɑŋə	630	v ɑ ŋ ə	v ɑ ŋ ə	c446 v089 c795 v155	702	CATCH	dutc1256
2160	English	to catch	10.252	catch	kæʧ	631	k æ ʧ	k æ tʃ	c831 v198 c645	702	CATCH	stan1293
2771	German	to change	12.93	verändern	fɛr#ɛndərn	569	f ɛ r # ɛ n d ə r n	f ɛ r _ ɛ n d ə r n	c447 v229 c151 m001 v229 c105 c143 v155 c151 c105	1264	CHANGE	stan1295
2774	French	to change	12.93	changer	ʃɑ̃ʒe	571	ʃ ɑ̃ ʒ e	ʃ ɑ̃ ʒ e	c677 v088 c679 v200	1264	CHANGE	stan1290
2775	Dutch	to change	12.93	veranderen	vər#ɑndərə	569	v ə r # ɑ n d ə r ə	v ə r _ ɑ n d ə r ə	c446 v155 c151 m001 v089 c105 c143 v155 c151 v155	1264	CHANGE	dutc1256
2776	English	to change	12.93	change	ʧeɪnʤ	-571	ʧ eɪ n ʤ	tʃ eɪ n dʒ	c645 d048 c105 c649	1264	CHANGE	stan1293
1234	German	to chew	5.18	kauen	kauən	393	k au ə n	k au ə n	c831 d026 v155 c105	321	CHEW	stan1295
1235	French	to chew	5.18	mastiquer	mastike	395	m a s t i k e	m a s t i k e	c239 v130 c087 c118 v191 c831 v200	321	CHEW	stan1290
1237	Dutch	to chew	5.18	kauwen	kɑuwə	393	k ɑu w ə	k ɑu w ə	c831 d023 c457 v155	321	CHEW	dutc1256
1238	English	to chew	5.18	chew	ʧuː	394	ʧ uː	tʃ uː	c645 v019	321	CHEW	stan1293
1914	German	to chop	9.222	zerhacken	ʦɛr#hakən	2208	ʦ ɛ r # h a k ə n	ts ɛ r _ h a k ə n	c015 v229 c151 m001 c401 v130 c831 v155 c105	155	CHOP	stan1295
1915	French	to chop	9.222	tailler	taje	2207	t a j e	t a j e	c118 v130 c564 v200	155	CHOP	stan1290
1916	French	to chop	9.222	couper	kupe	2209	k u p e	k u p e	c831 v027 c288 v200	155	CHOP	stan1290
1917	Dutch	to chop	9.222	hakken	hɑkə	2208	h ɑ k ə	h ɑ k ə	c401 v089 c831 v155	155	CHOP	dutc1256
1918	English	to chop	9.222	chop	ʧɔp	2206	ʧ ɔ p	tʃ ɔ p	c645 v067 c288	155	CHOP	stan1293
2223	German	to climb	10.472	klettern	klɛtərn	568	k l ɛ t ə r n	k l ɛ t ə r n	c831 c548 v229 c118 v155 c151 c105	1102	CLIMB	stan1295
2224	French	to climb	10.472	grimper	ɡʀɛ̃pe	567	ɡ ʀ ɛ̃ p e	g ʀ ɛ̃ p e	c824 c761 v231 c288 v200	1102	CLIMB	stan1290
2225	Dutch	to climb	10.472	klimmen	klɪmə	566	k l ɪ m ə	k l ɪ m ə	c831 c548 v219 c239 v155	1102	CLIMB	dutc1256
2226	English	to climb	10.472	climb	klaɪm	566	k l aɪ m	k l aɪ m	c831 c548 d032 c239	1102	CLIMB	stan1293
2231	German	to come back	10.481	zurückkommen	ʦuːrʏk#kɔmən	1097	ʦ uː r ʏ k # k ɔ m ə n	ts uː r ʏ k _ k ɔ m ə n	c015 v019 c151 v173 c831 m001 c831 v067 c239 v155 c105	581	COME BACK	stan1295
2232	French	to come back	10.481	revenir	ʀə#vniʀ	1099	ʀ ə # v n i ʀ	ʀ ə _ v n i ʀ	c761 v155 m001 c446 c105 v191 c761	581	COME BACK	stan1290
2233	Dutch	to come back	10.481	terugkomen	tərʉx#koːmə	1097	t ə r ʉ x # k oː m ə	t ə r ʉ x _ k oː m ə	c118 v155 c151 v102 c772 m001 c831 v035 c239 v155	581	COME BACK	dutc1256
2234	English	to come back	10.481	come back	kʌm#bæk	1097	k ʌ m # b æ k	k ʌ m _ b æ k	c831 v097 c239 m001 c254 v198 c831	581	COME BACK	stan1293
996	German	to cough	4.53	husten	hʊstən	1553	h ʊ s t ə n	h ʊ s t ə n	c401 v056 c087 c118 v155 c105	879	COUGH	stan1295
997	French	to cough	4.53	tousser	tuse	1555	t u s e	t u s e	c118 v027 c087 v200	879	COUGH	stan1290
998	Dutch	to cough	4.53	hoesten	huːstə	1553	h uː s t ə	h uː s t ə	c401 v019 c087 c118 v155	879	COUGH	dutc1256
999	English	to cough	4.53	cough	kɔf	1554	k ɔ f	k ɔ f	c831 v067 c447	879	COUGH	stan1293
2797	German	to count	13.107	zählen	ʦɛːlən	677	ʦ ɛː l ə n	ts ɛː l ə n	c015 v225 c548 v155 c105	1420	COUNT	stan1295
2798	French	to count	13.107	compter	kɔ̃te	678	k ɔ̃ t e	k ɔ̃ t e	c831 v066 c118 v200	1420	COUNT	stan1290
2799	Dutch	to count	13.107	tellen	tɛlə	677	t ɛ l ə	t ɛ l ə	c118 v229 c548 v155	1420	COUNT	dutc1256
2800	English	to count	13.107	count	kaʊnt	-678	k aʊ n t	k aʊ n t	c831 d028 c105 c118	1420	COUNT	stan1293
2197	German	to crawl	10.41	schleichen	ʃlaixən	140	ʃ l ai x ə n	ʃ l ai x ə n	c677 c548 d030 c772 v155 c105	96	CRAWL	stan1295
2198	French	to crawl	10.41	ramper	ʀɑ̃pe	142	ʀ ɑ̃ p e	ʀ ɑ̃ p e	c761 v088 c288 v200	96	CRAWL	stan1290
2199	Dutch	to crawl	10.41	kruipen	krœypə	6052	k r œi p ə	k r œi p ə	c831 c151 d042 c288 v155	96	CRAWL	dutc1256
2200	English	to crawl	10.41	crawl	krɔːl	141	k r ɔː l	k r ɔː l	c831 c151 v065 c548	96	CRAWL	stan1293
1340	German	to crush or to grind	5.56	mahlen	maːlən	638	m aː l ə n	m aː l ə n	c239 v137 c548 v155 c105	1033	GRIND	stan1295
1341	French	to crush or to grind	5.56	écraser	ekʀɑze	640	e k ʀ ɑ z e	e k ʀ ɑ z e	v200 c831 c761 v089 c078 v200	1033	GRIND	stan1290
1342	French	to crush or to grind	5.56	broyer	bʀwaje	641	b ʀ w a j e	b ʀ w a j e	c254 c761 c457 v130 c564 v200	1033	GRIND	stan1290
1343	Dutch	to crush or to grind	5.56	malen	maːlə	638	m aː l ə	m aː l ə	c239 v137 c548 v155	1033	GRIND	dutc1256
1344	Dutch	to crush or to grind	5.56	fijnmalen	fɛɪn#maːlə	638	f ɛɪ n # m aː l ə	f ɛi n _ m aː l ə	c447 d059 c105 m001 c239 v137 c548 v155	1033	GRIND	dutc1256
1345	English	to crush or to grind	5.56	grind	ɡraɪnd	639	ɡ r aɪ n d	g r aɪ n d	c824 c151 d032 c105 c143	1033	GRIND	stan1293
1346	English	to crush or to grind	5.56	crush	krʌʃ	-640	k r ʌ ʃ	k r ʌ ʃ	c831 c151 v097 c677	1033	GRIND	stan1293
1701	German	to cultivate	8.15	bebauen	bə#bauən	1707	b ə # b au ə n	b ə _ b au ə n	c254 v155 m001 c254 d026 v155 c105	1541	CULTIVATE	stan1295
1702	German	to cultivate	8.15	ackern	akərn	1710	a k ə r n	a k ə r n	v130 c831 v155 c151 c105	1541	CULTIVATE	stan1295
1703	French	to cultivate	8.15	cultiver	kyltive	1708	k y l t i v e	k y l t i v e	c831 v166 c548 c118 v191 c446 v200	1541	CULTIVATE	stan1290
1704	French	to cultivate	8.15	labourer	labuʀe	1711	l a b u ʀ e	l a b u ʀ e	c548 v130 c254 v027 c761 v200	1541	CULTIVATE	stan1290
1705	Dutch	to cultivate	8.15	ontginnen	ɔnt#xɪnə	1709	ɔ n t # x ɪ n ə	ɔ n t _ x ɪ n ə	v067 c105 c118 m001 c772 v219 c105 v155	1541	CULTIVATE	dutc1256
1706	English	to cultivate	8.15	cultivate	kʌltɪveɪt	-1708	k ʌ l t ɪ v eɪ t	k ʌ l t ɪ v eɪ t	c831 v097 c548 c118 v219 c446 d048 c118	1541	CULTIVATE	stan1293
1153	German	to cure	4.86	heilen	hailən	1895	h ai l ə n	h ai l ə n	c401 d030 c548 v155 c105	499	CURE	stan1295
1154	French	to cure	4.86	guérir	ɡeʀiʀ	1897	ɡ e ʀ i ʀ	g e ʀ i ʀ	c824 v200 c761 v191 c761	499	CURE	stan1290
1155	Dutch	to cure	4.86	genezen	xə#neːzə	1898	x ə # n eː z ə	x ə _ n eː z ə	c772 v155 m001 c105 v202 c078 v155	499	CURE	dutc1256
1156	English	to cure	4.86	cure	kjʊəreɪ	1896	k j ʊ ə r eɪ	k j ʊ ə r eɪ	c831 c564 v056 v155 c151 d048	499	CURE	stan1293
1157	English	to cure	4.86	heal	hiːl	1895	h iː l	h iː l	c401 v183 c548	499	CURE	stan1293
1909	German	to cut	9.22	schneiden	ʃnaidən	1918	ʃ n ai d ə n	ʃ n ai d ə n	c677 c105 d030 c143 v155 c105	1432	CUT	stan1295
1910	French	to cut	9.22	couper	kupe	1920	k u p e	k u p e	c831 v027 c288 v200	1432	CUT	stan1290
1911	Dutch	to cut	9.22	doorsnijden	doːr#snɛɪdə	1918	d oː r # s n ɛɪ d ə	d oː r _ s n ɛi d ə	c143 v035 c151 m001 c087 c105 d059 c143 v155	1432	CUT	dutc1256
1912	English	to cut	9.22	cut	kʌt	1919	k ʌ t	k ʌ t	c831 v097 c118	1432	CUT	stan1293
2210	German	to dance	10.44	tanzen	tanʦən	-134	t a n ʦ ə n	t a n ts ə n	c118 v130 c105 c015 v155 c105	1879	DANCE	stan1295
2211	French	to dance	10.44	danser	dɑ̃se	134	d ɑ̃ s e	d ɑ̃ s e	c143 v088 c087 v200	1879	DANCE	stan1290
2212	Dutch	to dance	10.44	dansen	dɑnsə	-134	d ɑ n s ə	d ɑ n s ə	c143 v089 c105 c087 v155	1879	DANCE	dutc1256
2213	English	to dance	10.44	dance	dɑːns	-134	d ɑː n s	d ɑː n s	c143 v091 c105 c087	1879	DANCE	stan1293
2418	German	to destroy	11.27	zerstören	ʦɛr#ʃtɶːrən	2088	ʦ ɛ r # ʃ t ɶː r ə n	ts ɛ r _ ʃ t ɶː r ə n	c015 v229 c151 m001 c677 c118 v172 c151 v155 c105	681	DESTROY	stan1295
2419	German	to destroy	11.27	vernichten	fɛrnɪxtən	2090	f ɛ r n ɪ x t ə n	f ɛ r n ɪ x t ə n	c447 v229 c151 c105 v219 c772 c118 v155 c105	681	DESTROY	stan1295
2420	French	to destroy	11.27	détruire	detʀɥiʀ	2089	d e t ʀ ɥ i ʀ	d e t ʀ ɥ i ʀ	c143 v200 c118 c761 c453 v191 c761	681	DESTROY	stan1290
2421	Dutch	to destroy	11.27	vernietigen	vər#niːtəɣə	2090	v ə r # n iː t ə ɣ ə	v ə r _ n iː t ə ɣ ə	c446 v155 c151 m001 c105 v183 c118 v155 c774 v155	681	DESTROY	dutc1256
2422	English	to destroy	11.27	destroy	dɪstrɔɪ	-2089	d ɪ s t r ɔi	d ɪ s t r ɔi	c143 v219 c087 c118 c151 d018	681	DESTROY	stan1293
1062	German	to die	4.75	sterben	ʃtɛrbən	319	ʃ t ɛ r b ə n	ʃ t ɛ r b ə n	c677 c118 v229 c151 c254 v155 c105	1494	DIE	stan1295
1063	German	to die	4.75	tot	toːt	320	t oː t	t oː t	c118 v035 c118	1494	DIE	stan1295
1064	French	to die	4.75	mourir	muʀiʀ	321	m u ʀ i ʀ	m u ʀ i ʀ	c239 v027 c761 v191 c761	1494	DIE	stan1290
1065	French	to die	4.75	mort	mɔʀ	322	m ɔ ʀ	m ɔ ʀ	c239 v067 c761	1494	DIE	stan1290
1066	Dutch	to die	4.75	sterven	stɛrvə	319	s t ɛ r v ə	s t ɛ r v ə	c087 c118 v229 c151 c446 v155	1494	DIE	dutc1256
1067	English	to die	4.75	die	daɪ	320	d aɪ	d aɪ	c143 d032	1494	DIE	stan1293
1725	German	to dig	8.22	graben	ɡraːbən	2111	ɡ r aː b ə n	g r aː b ə n	c824 c151 v137 c254 v155 c105	1418	DIG	stan1295
1727	French	to dig	8.22	piocher	pjɔʃe	2113	p j ɔ ʃ e	p j ɔ ʃ e	c288 c564 v067 c677 v200	1418	DIG	stan1290
1728	Dutch	to dig	8.22	graven	xraːvə	2111	x r aː v ə	x r aː v ə	c772 c151 v137 c446 v155	1418	DIG	dutc1256
1729	English	to dig	8.22	dig	dɪɡ	2112	d ɪ ɡ	d ɪ g	c143 v219 c824	1418	DIG	stan1293
2593	German	to divide	12.232	teilen	tailən	776	t ai l ə n	t ai l ə n	c118 d030 c548 v155 c105	1119	DIVIDE	stan1295
2594	French	to divide	12.232	diviser	divize	777	d i v i z e	d i v i z e	c143 v191 c446 v191 c078 v200	1119	DIVIDE	stan1290
2595	Dutch	to divide	12.232	verdelen	vər#deːlə	776	v ə r # d eː l ə	v ə r _ d eː l ə	c446 v155 c151 m001 c143 v202 c548 v155	1119	DIVIDE	dutc1256
2596	English	to divide	12.232	divide	dɪvaɪd	-777	d ɪ v aɪ d	d ɪ v aɪ d	c143 v219 c446 d032 c143	1119	DIVIDE	stan1293
1871	German	to do	9.11	tun	tuːn	308	t uː n	t uː n	c118 v019 c105	2575	DO OR MAKE	stan1295
1872	German	to do	9.11	machen	maxən	310	m a x ə n	m a x ə n	c239 v130 c772 v155 c105	2575	DO OR MAKE	stan1295
1873	French	to do	9.11	faire	fɛʀ	309	f ɛ ʀ	f ɛ ʀ	c447 v229 c761	2575	DO OR MAKE	stan1290
1874	Dutch	to do	9.11	doen	duːn	308	d uː n	d uː n	c143 v019 c105	2575	DO OR MAKE	dutc1256
1875	English	to do	9.11	do	duː	308	d uː	d uː	c143 v019	2575	DO OR MAKE	stan1293
1031	German	to dream	4.62	träumen	trɔymən	1961	t r ɔi m ə n	t r ɔi m ə n	c118 c151 d018 c239 v155 c105	1920	DREAM (SOMETHING)	stan1295
1032	French	to dream	4.62	rêver	ʀeve	1962	ʀ e v e	ʀ e v e	c761 v200 c446 v200	1920	DREAM (SOMETHING)	stan1290
1033	Dutch	to dream	4.62	dromen	droːmə	1961	d r oː m ə	d r oː m ə	c143 c151 v035 c239 v155	1920	DREAM (SOMETHING)	dutc1256
1034	English	to dream	4.62	dream	driːm	1961	d r iː m	d r iː m	c143 c151 v183 c239	1920	DREAM (SOMETHING)	stan1293
1221	German	to drink	5.13	trinken	trɪŋkən	376	t r ɪ ŋ k ə n	t r ɪ ŋ k ə n	c118 c151 v219 c795 c831 v155 c105	1401	DRINK	stan1295
1222	French	to drink	5.13	boire	bwaʀ	377	b w a ʀ	b w a ʀ	c254 c457 v130 c761	1401	DRINK	stan1290
1223	Dutch	to drink	5.13	drinken	drɪŋkə	376	d r ɪ ŋ k ə	d r ɪ ŋ k ə	c143 c151 v219 c795 c831 v155	1401	DRINK	dutc1256
1224	English	to drink	5.13	drink	drɪŋk	376	d r ɪ ŋ k	d r ɪ ŋ k	c143 c151 v219 c795 c831	1401	DRINK	stan1293
2148	German	to drip	10.24	tropfen	trɔp͡fən	1694	t r ɔ p͡f ə n	t r ɔ pf ə n	c118 c151 v067 c420 v155 c105	2253	DRIP (EMIT LIQUID)	stan1295
2149	French	to drip	10.24	s'égoutter	eɡute	1695	e ɡ u t e	e g u t e	v200 c824 v027 c118 v200	2253	DRIP (EMIT LIQUID)	stan1290
2150	Dutch	to drip	10.24	druppelen	drʉpələ	1694	d r ʉ p ə l ə	d r ʉ p ə l ə	c143 c151 v102 c288 v155 c548 v155	2253	DRIP (EMIT LIQUID)	dutc1256
2151	English	to drip	10.24	drip	drɪp	1694	d r ɪ p	d r ɪ p	c143 c151 v219 c288	2253	DRIP (EMIT LIQUID)	stan1293
1459	German	to dye	6.39	färben	fɛrbən	635	f ɛ r b ə n	f ɛ r b ə n	c447 v229 c151 c254 v155 c105	157	DYE	stan1295
1460	French	to dye	6.39	teindre	tɛ̃dʀ	637	t ɛ̃ d ʀ	t ɛ̃ d ʀ	c118 v231 c143 c761	157	DYE	stan1290
1461	Dutch	to dye	6.39	verven	vɛrvə	635	v ɛ r v ə	v ɛ r v ə	c446 v229 c151 c446 v155	157	DYE	dutc1256
1462	English	to dye	6.39	dye	daɪ	636	d aɪ	d aɪ	c143 d032	157	DYE	stan1293
2497	German	to earn	11.79	verdienen	fɛr#diːnən	821	f ɛ r # d iː n ə n	f ɛ r _ d iː n ə n	c447 v229 c151 m001 c143 v183 c105 v155 c105	733	EARN	stan1295
2498	French	to earn	11.79	gagner	ɡaɲe	823	ɡ a ɲ e	g a ɲ e	c824 v130 c589 v200	733	EARN	stan1290
2499	Dutch	to earn	11.79	verdienen	vər#diːnə	821	v ə r # d iː n ə	v ə r _ d iː n ə	c446 v155 c151 m001 c143 v183 c105 v155	733	EARN	dutc1256
2500	English	to earn	11.79	earn	ɜːn	822	ɜː n	ɜː n	v150 c105	733	EARN	stan1293
1202	German	to eat	5.11	essen	ɛsən	383	ɛ s ə n	ɛ s ə n	v229 c087 v155 c105	1336	EAT	stan1295
1203	German	to eat	5.11	speisen	ʃpaizən	380	ʃ p ai z ə n	ʃ p ai z ə n	c677 c288 d030 c078 v155 c105	1336	EAT	stan1295
1204	French	to eat	5.11	manger	mɑ̃ʒe	382	m ɑ̃ ʒ e	m ɑ̃ ʒ e	c239 v088 c679 v200	1336	EAT	stan1290
1205	Dutch	to eat	5.11	eten	eːtə	383	eː t ə	eː t ə	v202 c118 v155	1336	EAT	dutc1256
1206	English	to eat	5.11	eat	iːt	383	iː t	iː t	v183 c118	1336	EAT	stan1293
262	German	to extinguish	1.861	auslöschen	aus#lɶːʃən	558	au s # l ɶː ʃ ə n	au s _ l ɶː ʃ ə n	d026 c087 m001 c548 v172 c677 v155 c105	127	EXTINGUISH	stan1295
263	French	to extinguish	1.861	éteindre	etɛ̃dʀ	560	e t ɛ̃ d ʀ	e t ɛ̃ d ʀ	v200 c118 v231 c143 c761	127	EXTINGUISH	stan1290
264	Dutch	to extinguish	1.861	doven	doːvə	561	d oː v ə	d oː v ə	c143 v035 c446 v155	127	EXTINGUISH	dutc1256
265	English	to extinguish	1.861	extinguish	ɪks#tɪŋɡwɪʃ	559	ɪ k s # t ɪ ŋ ɡ w ɪ ʃ	ɪ k s _ t ɪ ŋ g w ɪ ʃ	v219 c831 c087 m001 c118 v219 c795 c824 c457 v219 c677	127	EXTINGUISH	stan1293
2144	German	to fall	10.23	fallen	falən	1692	f a l ə n	f a l ə n	c447 v130 c548 v155 c105	1280	FALL	stan1295
2145	French	to fall	10.23	tomber	tɔ̃be	1693	t ɔ̃ b e	t ɔ̃ b e	c118 v066 c254 v200	1280	FALL	stan1290
2146	Dutch	to fall	10.23	vallen	vɑlə	1692	v ɑ l ə	v ɑ l ə	c446 v089 c548 v155	1280	FALL	dutc1256
2147	English	to fall	10.23	fall	fɔːl	1692	f ɔː l	f ɔː l	c447 v065 c548	1280	FALL	stan1293
2435	German	to find	11.32	finden	fɪndən	579	f ɪ n d ə n	f ɪ n d ə n	c447 v219 c105 c143 v155 c105	719	FIND	stan1295
2436	French	to find	11.32	trouver	tʀuve	580	t ʀ u v e	t ʀ u v e	c118 c761 v027 c446 v200	719	FIND	stan1290
2437	Dutch	to find	11.32	vinden	vɪndə	579	v ɪ n d ə	v ɪ n d ə	c446 v219 c105 c143 v155	719	FIND	dutc1256
2438	English	to find	11.32	find	faɪnd	579	f aɪ n d	f aɪ n d	c447 d032 c105 c143	719	FIND	stan1293
2161	German	to flow	10.32	fliessen	fliːsən	1851	f l iː s ə n	f l iː s ə n	c447 c548 v183 c087 v155 c105	2003	FLOW	stan1295
2163	French	to flow	10.32	couler	kule	1852	k u l e	k u l e	c831 v027 c548 v200	2003	FLOW	stan1290
2164	Dutch	to flow	10.32	stromen	stroːmə	1853	s t r oː m ə	s t r oː m ə	c087 c118 c151 v035 c239 v155	2003	FLOW	dutc1256
2165	English	to flow	10.32	flow	fləʊ	1851	f l əʊ	f l əu	c447 c548 d029	2003	FLOW	stan1293
2189	German	to fly	10.37	fliegen	fliːɡən	1051	f l iː ɡ ə n	f l iː g ə n	c447 c548 v183 c824 v155 c105	1441	FLY (MOVE THROUGH AIR)	stan1295
2190	French	to fly	10.37	voler	vɔle	6051	v ɔ l e	v ɔ l e	c446 v067 c548 v200	1441	FLY (MOVE THROUGH AIR)	stan1290
2191	Dutch	to fly	10.37	vliegen	vliːɣə	1051	v l iː ɣ ə	v l iː ɣ ə	c446 c548 v183 c774 v155	1441	FLY (MOVE THROUGH AIR)	dutc1256
2192	English	to fly	10.37	fly	flaɪ	1051	f l aɪ	f l aɪ	c447 c548 d032	1441	FLY (MOVE THROUGH AIR)	stan1293
1886	German	to fold	9.15	falten	faltən	300	f a l t ə n	f a l t ə n	c447 v130 c548 c118 v155 c105	1470	FOLD	stan1295
1887	French	to fold	9.15	plier	plije	301	p l i j e	p l i j e	c288 c548 v191 c564 v200	1470	FOLD	stan1290
1888	Dutch	to fold	9.15	vouwen	vɑuwə	6037	v ɑu w ə	v ɑu w ə	c446 d023 c457 v155	1470	FOLD	dutc1256
1889	English	to fold	9.15	fold	fəʊld	300	f əʊ l d	f əu l d	c447 d029 c548 c143	1470	FOLD	stan1293
2244	German	to follow	10.52	folgen	fɔlɡən	1777	f ɔ l ɡ ə n	f ɔ l g ə n	c447 v067 c548 c824 v155 c105	1085	FOLLOW	stan1295
