ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_FORM	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
3807	Russian	tooth	zub	z u b	502	zub	c078 v027 c254	1380	russ1263
3808	Spanish	tooth	djente	d j e n t e	328	'djente	c143 c564 v200 c105 c118 v200	1380	stan1288
3809	Danish	tooth	d̥ʰan	d̥ʰ a n	328	d̥ʰan	c116 v130 c105	1380	dani1285
3810	Dutch_List	tooth	tɑnt	t ɑ n t	328	tɑnt	c118 v089 c105 c118	1380	dutc1256
3811	English	tooth	tuːθ	t uː θ	328	tu:θ	c118 v019 c413	1380	stan1293
3812	French	tooth	dɑ̃	d ɑ̃	328	dɑ̃	c143 v088	1380	stan1290
3813	Russian	tooth	desna	d e s n a	328	des'na	c143 v200 c087 c105 v130	1380	russ1263
3814	Bihari	tooth	dãt	d ã t	328	dãt	c143 v147 c118	1380	mait1250
3815	Oriya	tooth	dantɔ	d a n t ɔ	328	dantɔ	c143 v130 c105 c118 v067	1380	oriy1255
3816	Urdu	tree	d̪ɾəχt	d̪ ɾ ə χ t	151	d̪ɾəχt	c367 c064 v155 c742 c118	906	urdu1245
3817	Armenian_Mod	tree	ʦɑr	ts ɑ r	2364	ʦɑr	c015 v089 c151	906	nucl1235
3818	Catalan	tree	aβɾə	a β ɾ ə	948	'aßɾə	v130 c225 c064 v155	906	stan1289
3819	Breton_ST	tree	gweːs	g w eː s	1074	gwe:s	c824 c457 v202 c087	906	bret1244
3820	Czech	tree	strom	s t r o m	1296	strom	c087 c118 c151 v042 c239	906	czec1258
3821	German	tree	baum	b au m	329	ba‿um	c254 d026 c239	906	stan1295
3822	Italian	tree	albero	a l b e r o	948	'albero	v130 c548 c254 v200 c151 v042	906	ital1282
3823	Swedish	tree	trɛːd	t r ɛː d	503	trɛ:d	c118 c151 v225 c143	906	swed1254
3824	Danish	tree	d̥ʰʁɛ	d̥ʰ ʁ ɛ	503	d̥ʰʁɛ	c116 c733 v229	906	dani1285
3825	Dutch_List	tree	bom	b o m	329	bom	c254 v042 c239	906	dutc1256
3826	English	tree	triː	t r iː	503	tri:	c118 c151 v183	906	stan1293
3827	French	tree	aʀbʀ	a ʀ b ʀ	948	aʀbʀ	v130 c761 c254 c761	906	stan1290
3828	Greek_Mod	tree	ðe̞n̪ðro̞	ð e̞ n̪ ð r o̞	503	ˈðe̞n̪ðro̞	c415 v217 c364 c415 c151 v033	906	mode1248
3829	Marathi	tree	dzʰaɖ	d zʰ a ɖ	1623	dzʰaɖ	c143 c071 v130 c715	906	mara1378
3830	Polish	tree	dʒɛvɔ	d ʒ ɛ v ɔ	503	ˈdʒɛvɔ	c143 c679 v229 c446 v067	906	poli1260
3831	Portuguese_ST	tree	aɾvuɾɨ	a ɾ v u ɾ ɨ	948	ˈaɾvuɾɨ	v130 c064 c446 v027 c064 v116	906	port1283
3832	Russian	tree	dʲerʲevo	dʲ e rʲ e v o	503	'dʲerʲevo	c127 v200 c162 v200 c446 v042	906	russ1263
3833	Spanish	tree	aɾβol	a ɾ β o l	948	'aɾβol	v130 c064 c225 v042 c548	906	stan1288
3834	Bihari	tree	gacʰ	g a cʰ	839	gach	c824 v130 c598	906	mait1250
3835	Oriya	tree	gɔcʰɔ	g ɔ cʰ ɔ	839	gɔchɔ	c824 v067 c598 v067	906	oriy1255
3836	Urdu	turn	mʊɽnə	m ʊ ɽ n ə	1682	mʊɽnə	c239 v056 c697 c105 v155	1588	urdu1245
3837	Catalan	turn	ʒiɾa	ʒ i ɾ a	3063	ʒi'ɾa	c679 v191 c064 v130	1588	stan1289
3838	Czech	turn	toʧɪt	t o tʃ ɪ t	3066	totʃɪt	c118 v042 c645 v219 c118	1588	czec1258
3839	Breton_ST	turn	trɛĩ	t r ɛi	1100	trɛĩ	c118 c151 d059	1588	bret1244
3840	German	turn	vɛndn̩	v ɛ n d n̩	3068	'vɛndn̩	c446 v229 c105 c143 c095	1588	stan1295
3841	Italian	turn	dʒirare	d ʒ i r a r e	3063	dʒi'rare	c143 c679 v191 c151 v130 c151 v200	1588	ital1282
3842	Swedish	turn	vɛːnda	v ɛː n d a	3068	'vɛ:nda	c446 v225 c105 c143 v130	1588	swed1254
3843	Danish	turn	vɛnə#sɑj	v ɛ n ə _ s ɑ j	3068	ˈvεnə sɑj	c446 v229 c105 v155 m001 c087 v089 c564	1588	dani1285
3844	Dutch_List	turn	wɛndən	w ɛ n d ə n	3068	'wɛndə(n)	c457 v229 c105 c143 v155 c105	1588	dutc1256
3845	English	turn	tɜːn	t ɜː n	1273	tɜ:n	c118 v150 c105	1588	stan1293
3846	French	turn	tuʀne	t u ʀ n e	1273	tuʀne	c118 v027 c761 c105 v200	1588	stan1290
3847	Greek_Mod	turn	stre̞fo̞me̞	s t r e̞ f o̞ m e̞	1558	ˈstre̞fo̞ˌme̞	c087 c118 c151 v217 c447 v033 c239 v217	1588	mode1248
3848	Marathi	turn	wəɭɳe	w ə ɭ ɳ e	1186	wəɭ'ɳe	c457 v155 c702 c705 v200	1588	mara1378
3849	Portuguese_ST	turn	viɾaɾ	v i ɾ a ɾ	949	viˈɾaɾ	c446 v191 c064 v130 c064	1588	port1283
3850	Russian	turn	povoraʧɨvatʲ	p o v o r a tʃ ɨ v a tʲ	1186	povo'ratʃɨvatʲ	c288 v042 c446 v042 c151 v130 c645 v116 c446 v130 c113	1588	russ1263
3851	Bihari	turn	unʈəb	u n ʈ ə b	1841	unʈəb	v027 c105 c711 v155 c254	1588	mait1250
3852	Polish	turn	skrɛ̃ʦiʨ	s k r ɛ̃ ts i tɕ	3609	ˈskrɛ̃ʦiʨ	c087 c831 c151 v231 c015 v191 c198	1588	poli1260
3853	Spanish	turn	xiɾaɾ	x i ɾ a ɾ	3063	xi'ɾaɾ	c772 v191 c064 v130 c064	1588	stan1288
3854	Oriya	turn	olɔʈeiba	o l ɔ ʈ ei b a	1841	ol(ɔ)ṭeiba	v042 c548 v067 c711 d047 c254 v130	1588	oriy1255
3855	Armenian_Mod	turn	ʃəɾʤvɛl	ʃ ə ɾ dʒ v ɛ l	3674	ʃəɾʤˈvɛl	c677 v155 c064 c649 c446 v229 c548	1588	nucl1235
3856	Portuguese_ST	turn	ʒiɾaɾ	ʒ i ɾ a ɾ	3063	ʒiˈɾaɾ	c679 v191 c064 v130 c064	1588	port1283
3857	Urdu	two	d̪o	d̪ o	153	d̪o	c367 v042	1498	urdu1245
3858	Armenian_Mod	two	jɛɾku	j ɛ ɾ k u	153	jɛɾˈku	c564 v229 c064 c831 v027	1498	nucl1235
3859	Catalan	two	dos	d o s	153	dos	c143 v042 c087	1498	stan1289
3860	Breton_ST	two	dɔw	d ɔ w	153	dɔw	c143 v067 c457	1498	bret1244
3861	Czech	two	dva	d v a	153	dva	c143 c446 v130	1498	czec1258
3862	German	two	t͜svai	ts v ai	153	t͜sva‿i	c015 c446 d030	1498	stan1295
3863	Italian	two	due	d u e	153	'due	c143 v027 v200	1498	ital1282
3864	Swedish	two	tvoː	t v oː	153	tvo:	c118 c446 v035	1498	swed1254
3865	Dutch_List	two	twe	t w e	153	twe	c118 c457 v200	1498	dutc1256
3866	English	two	tuː	t uː	153	tu:	c118 v019	1498	stan1293
3867	French	two	dø	d ø	153	dø	c143 v171	1498	stan1290
3868	Greek_Mod	two	ðio̞	ð i o̞	153	ˈðiˌo̞	c415 v191 v033	1498	mode1248
3869	Marathi	two	don	d o n	153	don	c143 v042 c105	1498	mara1378
3870	Polish	two	dva	d v a	153	dva	c143 c446 v130	1498	poli1260
3871	Portuguese_ST	two	doiʃ	d oi ʃ	153	doiʃ	c143 d015 c677	1498	port1283
3872	Russian	two	dva	d v a	153	dva	c143 c446 v130	1498	russ1263
3873	Spanish	two	dos	d o s	153	dos	c143 v042 c087	1498	stan1288
3874	Danish	two	d̥ʰo	d̥ʰ o	153	d̥ʰo	c116 v042	1498	dani1285
3875	Bihari	two	du	d u	153	du	c143 v027	1498	mait1250
3876	Oriya	two	dui	d ui	153	dui	c143 d016	1498	oriy1255
3877	Urdu	vomit	qɛ#kəɾnə	q ɛ _ k ə ɾ n ə	1625	qɛ kəɾnə, ʔulʈɪ kəɾnə	c751 v229 m001 c831 v155 c064 c105 v155	1278	urdu1245
3878	Breton_ST	vomit	dizlɔ̃ŋkã	d i z l ɔ̃ ŋ k ã	3076	diz'lɔ̃ŋkã	c143 v191 c078 c548 v066 c795 c831 v147	1278	bret1244
3879	Czech	vomit	zvratsɛt	z v r a t s ɛ t	537	zvratsɛt	c078 c446 c151 v130 c118 c087 v229 c118	1278	czec1258
3880	German	vomit	ausbrɛçn̩	au s b r ɛ ç n̩	331	'a‿usbrɛçn̩	d026 c087 c254 c151 v229 c577 c095	1278	stan1295
3881	Italian	vomit	vomitare	v o m i t a r e	840	vomi'tare	c446 v042 c239 v191 c118 v130 c151 v200	1278	ital1282
3882	Swedish	vomit	krɛːkas	k r ɛː k a s	3512	'krɛ:kas	c831 c151 v225 c831 v130 c087	1278	swed1254
3883	Danish	vomit	g̥ʰasd̥ʰə#ʌb̥ʰ	g̥ʰ a s d̥ʰ ə _ ʌ b̥ʰ	1333	ˈg̥ʰasd̥ʰə ʌb̥ʰ	c806 v130 c087 c116 v155 m001 v097 c283	1278	dani1285
3884	Dutch_List	vomit	brakən	b r a k ə n	331	'brakə(n)	c254 c151 v130 c831 v155 c105	1278	dutc1256
3885	English	vomit	vɑmɪt	v ɑ m ɪ t	840	'vɑmɪt	c446 v089 c239 v219 c118	1278	stan1293
3886	French	vomit	vɔmiʀ	v ɔ m i ʀ	840	vɔmiʀ	c446 v067 c239 v191 c761	1278	stan1290
3887	Marathi	vomit	okɳe	o k ɳ e	3071	'okɳe	v042 c831 c705 v200	1278	mara1378
3888	Polish	vomit	vɨmʲɔtɔvaʨ	v ɨ mʲ ɔ t ɔ v a tɕ	2033	vɨmʲɔˈtɔvaʨ	c446 v116 c240 v067 c118 v067 c446 v130 c198	1278	poli1260
3889	Portuguese_ST	vomit	vumitaɾ	v u m i t a ɾ	840	vumiˈtaɾ	c446 v027 c239 v191 c118 v130 c064	1278	port1283
3890	Russian	vomit	rvatʲ	r v a tʲ	1256	rvatʲ	c151 c446 v130 c113	1278	russ1263
3891	Spanish	vomit	bomitaɾ	b o m i t a ɾ	840	bomi'taɾ	c254 v042 c239 v191 c118 v130 c064	1278	stan1288
3892	Polish	vomit	ʒɨgaʨ	ʒ ɨ g a tɕ	3613	ˈʒɨgaʨ	c679 v116 c824 v130 c198	1278	poli1260
3893	Greek_Mod	vomit	e̞mo̞	e̞ m o̞	840	e̞ˈmo̞	v217 c239 v033	1278	mode1248
3894	Bihari	vomit	kəyə#kərəb	k ə j ə _ k ə r ə b	3619	kəyə kərəb	c831 v155 c564 v155 m001 c831 v155 c151 v155 c254	1278	mait1250
3895	Bihari	vomit	bokar	b o k a r	840	bokar	c254 v042 c831 v130 c151	1278	mait1250
3896	Swedish	vomit	spyː	s p yː	3074	spy:	c087 c288 v168	1278	swed1254
3897	Oriya	vomit	banti	b a n t i	3663	banti	c254 v130 c105 c118 v191	1278	oriy1255
3898	Armenian_Mod	vomit	voɾʦkɑl	v o ɾ ts k ɑ l	3372	voɾʦˈkɑl	c446 v042 c064 c015 c831 v089 c548	1278	nucl1235
3899	Marathi	vomit	ulʈiː#kəɾɳe	u l ʈ iː _ k ə ɾ ɳ e	1625	ul'ʈi: kəɾ'ɳe	v027 c548 c711 v183 m001 c831 v155 c064 c705 v200	1278	mara1378
3900	Marathi	vomit	ulʈiː#ɦoɳe	u l ʈ iː _ ɦ o ɳ e	1625	ul'ʈi: 'ɦoɳe	v027 c548 c711 v183 m001 c397 v042 c705 v200	1278	mara1378
3901	Catalan	vomit	bumita	b u m i t a	840	'bumi'ta	c254 v027 c239 v191 c118 v130	1278	stan1289
3902	Urdu	walk	ʧəlnə	tʃ ə l n ə	1626	ʧəlnə	c645 v155 c548 c105 v155	1443	urdu1245
3903	Catalan	walk	əna	ə n a	950	ə'na	v155 c105 v130	1443	stan1289
3904	Czech	walk	xoɟɪt	x o ɟ ɪ t	1216	xoɟɪt	c772 v042 c603 v219 c118	1443	czec1258
3905	Breton_ST	walk	kɛrzɛt	k ɛ r z ɛ t	1076	'kɛrzɛt	c831 v229 c151 c078 v229 c118	1443	bret1244
3906	German	walk	geːən	g eː ə n	1334	'ge:ən	c824 v202 v155 c105	1443	stan1295
3907	Italian	walk	kamminare	k a mː i n a r e	2381	kammi'nare	c831 v130 c242 v191 c105 v130 c151 v200	1443	ital1282
3908	Danish	walk	g̥ɔ	g̥ ɔ	1334	g̥ɔ	c817 v067	1443	dani1285
3909	Dutch_List	walk	wɑndələn	w ɑ n d ə l ə n	3513	'wɑndələ(n)	c457 v089 c105 c143 v155 c548 v155 c105	1443	dutc1256
3910	English	walk	wɔːk	w ɔː k	1362	wɔ:k	c457 v065 c831	1443	stan1293
3911	French	walk	maʀʃe	m a ʀ ʃ e	1408	maʀʃe	c239 v130 c761 c677 v200	1443	stan1290
3912	Greek_Mod	walk	pe̞rpato̞	p e̞ r p a t o̞	1560	ˌpe̞rpaˈto̞	c288 v217 c151 c288 v130 c118 v033	1443	mode1248
3913	Marathi	walk	tsalɳe	t s a l ɳ e	1626	'tsalɳe	c118 c087 v130 c548 c705 v200	1443	mara1378
3914	Portuguese_ST	walk	ɐ̃daɾ	ɐ̃ d a ɾ	950	ɐ̃ˈdaɾ	v120 c143 v130 c064	1443	port1283
3915	Russian	walk	xoditʲ	x o d i tʲ	1216	xo'ditʲ	c772 v042 c143 v191 c113	1443	russ1263
3916	Breton_ST	walk	baːle	b aː l e	3540	'ba:le	c254 v137 c548 v200	1443	bret1244
3917	Portuguese_ST	walk	kɐmiɲaɾ	k ɐ m i ɲ a ɾ	2381	kɐmiˈɲaɾ	c831 v119 c239 v191 c589 v130 c064	1443	port1283
3918	Catalan	walk	kəmina	k ə m i n a	2381	kəmi'na	c831 v155 c239 v191 c105 v130	1443	stan1289
3919	Czech	walk	jiːt	j iː t	2377	jiːt	c564 v183 c118	1443	czec1258
3920	Polish	walk	iɕʨ	i ɕ tɕ	3617	iɕʨ	v191 c202 c198	1443	poli1260
3921	Bihari	walk	cələb	c ə l ə b	1626	cələb	c600 v155 c548 v155 c254	1443	mait1250
3922	Bihari	walk	ʈəhələb	ʈ ə h ə l ə b	3625	ʈəhələb	c711 v155 c401 v155 c548 v155 c254	1443	mait1250
3923	Bihari	walk	jaeəb	j a eə b	3629	jaeəb	c564 v130 d057 c254	1443	mait1250
3924	Spanish	walk	kaminaɾ	k a m i n a ɾ	2381	kami'naɾ	c831 v130 c239 v191 c105 v130 c064	1443	stan1288
3925	Swedish	walk	goː	g oː	1334	go:	c824 v035	1443	swed1254
3926	Oriya	walk	cali	c a l i	1626	cal(i)	c600 v130 c548 v191	1443	oriy1255
3927	Armenian_Mod	walk	kʰɑɪ̯lɛl	kʰ ai l ɛ l	3676	kʰɑɪ̯ˈlɛl	c813 d030 c548 v229 c548	1443	nucl1235
3928	Catalan	warm	kəlen	k ə l e n	1274	kə'len	c831 v155 c548 v200 c105	1232	stan1289
3929	Breton_ST	warm	tɔm	t ɔ m	1077	tɔm	c118 v067 c239	1232	bret1244
3930	Czech	warm	tɛpliː	t ɛ p l iː	1077	tɛpliː	c118 v229 c288 c548 v183	1232	czec1258
3931	German	warm	varm	v a r m	333	varm	c446 v130 c151 c239	1232	stan1295
3932	Italian	warm	kaldo	k a l d o	1274	'kaldo	c831 v130 c548 c143 v042	1232	ital1282
3933	Swedish	warm	varm	v a r m	333	varm	c446 v130 c151 c239	1232	swed1254
3934	Danish	warm	vɑm	v ɑ m	333	vɑm	c446 v089 c239	1232	dani1285
3935	Dutch_List	warm	wɑrm	w ɑ r m	333	wɑrm	c457 v089 c151 c239	1232	dutc1256
3936	English	warm	wɔːm	w ɔː m	333	wɔ:m	c457 v065 c239	1232	stan1293
3937	French	warm	ʃo	ʃ o	1274	ʃo	c677 v042	1232	stan1290
3938	Greek_Mod	warm	ze̞sto̞s	z e̞ s t o̞ s	1561	ze̞ˈsto̞s	c078 v217 c087 c118 v033 c087	1232	mode1248
3939	Marathi	warm	gəɾəm	g ə ɾ ə m	333	'gəɾəm	c824 v155 c064 v155 c239	1232	mara1378
3940	Polish	warm	ʨɛpwɔ	tɕ ɛ p w ɔ	1077	ˈʨɛpwɔ	c198 v229 c288 c457 v067	1232	poli1260
3941	Portuguese_ST	warm	kẽtɨ	k ẽ t ɨ	951	kẽˈtɨ	c831 v201 c118 v116	1232	port1283
3942	Russian	warm	tʲoplɨj	tʲ o p l ɨ j	1077	'tʲoplɨj	c113 v042 c288 c548 v116 c564	1232	russ1263
3943	Spanish	warm	kaliðo	k a l i ð o	1274	'kaliðo	c831 v130 c548 v191 c415 v042	1232	stan1288
3944	Urdu	warm	ɡəɾm	g ə ɾ m	333	ɡəɾm	c824 v155 c064 c239	1232	urdu1245
3945	Bihari	warm	gərm	g ə r m	333	gərm	c824 v155 c151 c239	1232	mait1250
3946	Bihari	warm	tapəb	t a p ə b	1077	tapəb	c118 v130 c288 v155 c254	1232	mait1250
3947	Oriya	warm	gɔrɔmɔ	g ɔ r ɔ m ɔ	333	gɔrɔmɔ	c824 v067 c151 v067 c239 v067	1232	oriy1255
3948	Armenian_Mod	warm	tɑkʰ	t ɑ kʰ	3374	tɑkʰ	c118 v089 c813	1232	nucl1235
3949	Urdu	wash	d̪ʰonə	d̪ʰ o n ə	841	d̪ʰonə	c377 v042 c105 v155	1453	urdu1245
3950	Catalan	wash	rənta	r ə n t a	3511	rən'ta	c151 v155 c105 c118 v130	1453	stan1289
3951	Armenian_Mod	wash	ləvɑl	l ə v ɑ l	662	ləˈvɑl	c548 v155 c446 v089 c548	1453	nucl1235
3952	Czech	wash	miːt	m iː t	1188	miːt	c239 v183 c118	1453	czec1258
3953	Breton_ST	wash	gwalxĩ	g w a l x ĩ	1078	'gwalxĩ	c824 c457 v130 c548 c772 v193	1453	bret1244
3954	German	wash	vaʃn̩	v a ʃ n̩	334	'vaʃn̩	c446 v130 c677 c095	1453	stan1295
3955	Italian	wash	lavare	l a v a r e	952	la'vare	c548 v130 c446 v130 c151 v200	1453	ital1282
3956	Swedish	wash	tvɛta	t v ɛ t a	1386	'tvɛta	c118 c446 v229 c118 v130	1453	swed1254
3957	French	wash	lave	l a v e	952	lave	c548 v130 c446 v200	1453	stan1290
3958	Greek_Mod	wash	ple̞no̞	p l e̞ n o̞	662	ˈple̞no̞	c288 c548 v217 c105 v033	1453	mode1248
3959	Marathi	wash	dʰuɳe	dʰ u ɳ e	841	dʰuɳe	c124 v027 c705 v200	1453	mara1378
3960	Polish	wash	mɨʨ	m ɨ tɕ	1188	mɨʨ	c239 v116 c198	1453	poli1260
3961	Portuguese_ST	wash	lɐvaɾ	l ɐ v a ɾ	952	lɐˈvaɾ	c548 v119 c446 v130 c064	1453	port1283
3962	Russian	wash	mɨtʲ	m ɨ tʲ	1188	mɨtʲ	c239 v116 c113	1453	russ1263
3963	Spanish	wash	laβaɾ	l a β a ɾ	952	la'βaɾ	c548 v130 c225 v130 c064	1453	stan1288
3964	Danish	wash	vasg̥ʰə	v a s g̥ʰ ə	334	ˈvasg̥ʰə	c446 v130 c087 c806 v155	1453	dani1285
3965	Dutch_List	wash	wɑsən	w ɑ s ə n	334	'wɑsə(n)	c457 v089 c087 v155 c105	1453	dutc1256
3966	English	wash	wɒʃ	w ɒ ʃ	334	wɒʃ	c457 v052 c677	1453	stan1293
3967	Bihari	wash	dʱob	d̤ o b	841	dhob	c117 v042 c254	1453	mait1250
3968	Oriya	wash	dʱo	d̤ o	841	dho-	c117 v042	1453	oriy1255
3969	Urdu	water	pɑni	p ɑ n i	842	pɑni	c288 v089 c105 v191	948	urdu1245
3970	Armenian_Mod	water	ʤuɾ	dʒ u ɾ	663	ʤuɾ	c649 v027 c064	948	nucl1235
3971	Catalan	water	ajɣwə	a j ɣ w ə	953	'ajɣwə, 'ajɣwa	v130 c564 c774 c457 v155	948	stan1289
3972	Breton_ST	water	duːʁ	d uː ʁ	1079	duːʁ	c143 v019 c733	948	bret1244
3973	Czech	water	voda	v o d a	335	voda	c446 v042 c143 v130	948	czec1258
3974	German	water	vasɐ	v a s ɐ	335	'vasɐ	c446 v130 c087 v119	948	stan1295
3975	Italian	water	akkwa	a kː w a	953	'akkwa	v130 c825 c457 v130	948	ital1282
3976	Swedish	water	vatɛn	v a t ɛ n	335	ˈvatɛn	c446 v130 c118 v229 c105	948	swed1254
3977	Danish	water	van	v a n	335	van	c446 v130 c105	948	dani1285
3978	Dutch_List	water	watər	w a t ə r	335	'watər	c457 v130 c118 v155 c151	948	dutc1256
3979	English	water	wɔːtə	w ɔː t ə	335	'wɔ:tə	c457 v065 c118 v155	948	stan1293
3980	French	water	o	o	953	o	v042	948	stan1290
3981	Greek_Mod	water	ne̞ro̞	n e̞ r o̞	1563	ne̞ˈro̞	c105 v217 c151 v033	948	mode1248
3982	Marathi	water	oaɳiː	o a ɳ iː	842	'oaɳi:	v042 v130 c705 v183	948	mara1378
3983	Polish	water	vɔda	v ɔ d a	335	ˈvɔda	c446 v067 c143 v130	948	poli1260
3984	Portuguese_ST	water	aɡwɐ	a g w ɐ	953	ˈaɡwɐ	v130 c824 c457 v119	948	port1283
3985	Russian	water	voda	v o d a	335	vo'da	c446 v042 c143 v130	948	russ1263
3986	Spanish	water	aɣwa	a ɣ w a	953	'aɣwa	v130 c774 c457 v130	948	stan1288
3987	Polish	water	vɔda	v ɔ d a	3624	ˈvɔda	c446 v067 c143 v130	948	poli1260
3988	Bihari	water	pain	p ai n	842	pain	c288 d030 c105	948	mait1250
3989	Oriya	water	paɳi	p a ɳ i	842	paṇi	c288 v130 c705 v191	948	oriy1255
3990	Urdu	we	həm	h ə m	158	həm	c401 v155 c239	1212	urdu1245
3991	Catalan	we	nuzaltrəs	n u z a l t r ə s	158	nuz’altrəs	c105 v027 c078 v130 c548 c118 c151 v155 c087	1212	stan1289
3992	Armenian_Mod	we	mɛnkʰ	m ɛ n kʰ	158	mɛnkʰ	c239 v229 c105 c813	1212	nucl1235
3993	Breton_ST	we	niː	n iː	158	ni:	c105 v183	1212	bret1244
3994	Czech	we	mɪ	m ɪ	158	mɪ	c239 v219	1212	czec1258
3995	German	we	viːɐ̯	v iː ɐ̯	158	vi:ɐ̯	c446 v183 v118	1212	stan1295
3996	Swedish	we	viː	v iː	158	viː	c446 v183	1212	swed1254
3997	Danish	we	vi	v i	158	vi	c446 v191	1212	dani1285
3998	Dutch_List	we	wɛi	w ɛi	158	wɛi	c457 d059	1212	dutc1256
3999	English	we	wiː	w iː	158	wi:	c457 v183	1212	stan1293
4000	French	we	nu	n u	158	nu	c105 v027	1212	stan1290
4001	Greek_Mod	we	e̞mis	e̞ m i s	158	e̞ˈmis	v217 c239 v191 c087	1212	mode1248
4002	Marathi	we	amʰiː	a mʰ iː	158	am'ʰi:, 'apəɳ	v130 c243 v183	1212	mara1378
4003	Polish	we	mɨ	m ɨ	158	mɨ	c239 v116	1212	poli1260
4004	Portuguese_ST	we	nɔʃ	n ɔ ʃ	158	ˈnɔʃ	c105 v067 c677	1212	port1283
4005	Russian	we	mɨ	m ɨ	158	mɨ	c239 v116	1212	russ1263
4006	Spanish	we	nosotɾos	n o s o t ɾ o s	158	no'sotɾos	c105 v042 c087 v042 c118 c064 v042 c087	1212	stan1288
4007	Bihari	we	həmsəb	h ə m s ə b	158	həmsəb	c401 v155 c239 c087 v155 c254	1212	mait1250
4008	Oriya	we	ame	a m e	158	ame	v130 c239 v200	1212	oriy1255
4009	Breton_ST	wet	gleːp	g l eː p	1080	gle:p	c824 c548 v202 c288	1726	bret1244
4010	Czech	wet	mokriː	m o k r iː	1189	mokriː	c239 v042 c831 c151 v183	1726	czec1258
4011	German	wet	nas	n a s	336	nas	c105 v130 c087	1726	stan1295
4012	Italian	wet	baɲɲato	b a ɲː a t o	3182	baɲ'ɲato	c254 v130 c587 v130 c118 v042	1726	ital1282
4013	Swedish	wet	voːt	v oː t	1335	voːt	c446 v035 c118	1726	swed1254
4014	Greek_Mod	wet	iɣro̞s	i ɣ r o̞ s	1578	iˈɣro̞s	v191 c774 c151 v033 c087	1726	mode1248
4015	Polish	wet	mɔkrɨ	m ɔ k r ɨ	1189	ˈmɔkrɨ	c239 v067 c831 c151 v116	1726	poli1260
4016	Russian	wet	mokrɨj	m o k r ɨ j	1189	'mokrɨj	c239 v042 c831 c151 v116 c564	1726	russ1263
4017	Spanish	wet	moxaðo	m o x a ð o	954	mo'xaðo	c239 v042 c772 v130 c415 v042	1726	stan1288
4018	English	wet	wɛt	w ɛ t	1335	wɛt	c457 v229 c118	1726	stan1293
4019	Dutch_List	wet	nɑt	n ɑ t	336	nɑt	c105 v089 c118	1726	dutc1256
4020	Danish	wet	vɔˀð	v ɔ ð	1335	vɔˀð	c446 v067 c415	1726	dani1285
4021	French	wet	muje	m u j e	954	muje	c239 v027 c564 v200	1726	stan1290
4022	Marathi	wet	ola	o l a	3087	'ola	v042 c548 v130	1726	mara1378
4023	Urdu	wet	ɡilə	g i l ə	3526	ɡilə	c824 v191 c548 v155	1726	urdu1245
4024	Bihari	wet	bʱijəl	b̤ i j ə l	843	bhijəl	c278 v191 c564 v155 c548	1726	mait1250
4025	Oriya	wet	tinta	t i n t a	3086	tinta	c118 v191 c105 c118 v130	1726	oriy1255
4026	Oriya	wet	bʱiʤa	b̤ i dʒ a	843	bhiʤa	c278 v191 c649 v130	1726	oriy1255
4027	Portuguese_ST	wet	umidu	u m i d u	1578	ˈumidu	v027 c239 v191 c143 v027	1726	port1283
4028	Armenian_Mod	wet	tʰɑʦʰ	tʰ ɑ tsʰ	3341	tʰɑʦʰ	c136 v089 c013	1726	nucl1235
4029	Urdu	what	kjɑ	k j ɑ	160	kjɑ	c831 c564 v089	1236	urdu1245
4030	Armenian_Mod	what	inʧʰ	i n tʃʰ	160	inʧʰ	v191 c105 c655	1236	nucl1235
4031	Catalan	what	kɛ	k ɛ	160	kɛ, ke	c831 v229	1236	stan1289
4032	Breton_ST	what	petʁa	p e t ʁ a	160	ˈpetʁa	c288 v200 c118 c733 v130	1236	bret1244
4033	Czech	what	tso	t s o	160	tso	c118 c087 v042	1236	czec1258
4034	German	what	vas	v a s	160	vas	c446 v130 c087	1236	stan1295
4035	Swedish	what	vɑːd	v ɑː d	160	vɑː(d)	c446 v091 c143	1236	swed1254
4036	Italian	what	ke	k e	160	ke	c831 v200	1236	ital1282
4037	Danish	what	va	v a	160	va	c446 v130	1236	dani1285
4038	Dutch_List	what	wɑt	w ɑ t	160	wɑt	c457 v089 c118	1236	dutc1256
4039	English	what	wɒt	w ɒ t	160	wɒt	c457 v052 c118	1236	stan1293
4040	French	what	kə	k ə	160	kə	c831 v155	1236	stan1290
4041	Greek_Mod	what	ti	t i	160	ti	c118 v191	1236	mode1248
4042	Marathi	what	kaj	k a j	160	kaj	c831 v130 c564	1236	mara1378
4043	Polish	what	ʦɔ	ts ɔ	160	ʦɔ	c015 v067	1236	poli1260
4044	Portuguese_ST	what	kɨ	k ɨ	160	kɨ, u kɨ	c831 v116	1236	port1283
4045	Russian	what	ʃto	ʃ t o	160	ʃto	c677 c118 v042	1236	russ1263
4046	Spanish	what	ke	k e	160	ke	c831 v200	1236	stan1288
4047	Bihari	what	ki	k i	160	ki	c831 v191	1236	mait1250
4048	Oriya	what	kɔɔɳɔ	k ɔː ɳ ɔ	160	kɔɔṇɔ	c831 v065 c705 v067	1236	oriy1255
4049	Urdu	when	kəb	k ə b	161	kəb	c831 v155 c254	1238	urdu1245
4050	Catalan	when	kwan	k w a n	161	kwan	c831 c457 v130 c105	1238	stan1289
