ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
826	Sherkaly Khanty	knee	ʃaːʃ	ʃ aː ʃ	84	c677 v137 c677	1371	khan1273
827	Kazym Khanty	knee	ʃaːʃ	ʃ aː ʃ	84	c677 v137 c677	1371	khan1273
828	Synja Khanty	knee	ʃaːʃ	ʃ aː ʃ	84	c677 v137 c677	1371	khan1273
829	Obdorsk Khanty	knee	sæːs	s æː s	84	c087 v199 c087	1371	khan1273
830	North Mansi	know	waːɣ	w aː ɣ	85	c457 v137 c774	1410	mans1258
831	Middle Lozva Mansi	know	qaɲsʲi	q a ɲ sʲ i	86	c751 v130 c589 c088 v191	1410	mans1258
832	Lower Lozva Mansi	know	qanʃi	q a n ʃ i	86	c751 v130 c105 c677 v191	1410	
833	Pelymka Mansi	know	qaɲʃi	q a ɲ ʃ i	86	c751 v130 c589 c677 v191	1410	mans1258
834	Konda Mansi	know	qaɲsʲi	q a ɲ sʲ i	86	c751 v130 c589 c088 v191	1410	khan1273
835	Tavda Mansi	know	qaɲʃant	q a ɲ ʃ a n t	86	c751 v130 c589 c677 v130 c105 c118	1410	mans1258
836	Vakh Khanty	know	toŋəmt	t o ŋ ə m t	87	c118 v042 c795 v155 c239 c118	1410	khan1273
837	Verkhne-Kalymsk Khanty	know	toŋəmt	t o ŋ ə m t	87	c118 v042 c795 v155 c239 c118	1410	khan1273
838	Vasjugan Khanty	know	toŋəmt	t o ŋ ə m t	87	c118 v042 c795 v155 c239 c118	1410	khan1273
839	Vartovskoje Khanty	know	toŋəmt	t o ŋ ə m t	87	c118 v042 c795 v155 c239 c118	1410	khan1273
840	Likrisovskoje Khanty	know	toŋəmtə	t o ŋ ə m t ə	87	c118 v042 c795 v155 c239 c118 v155	1410	khan1273
841	Malyj Jugan Khanty	know	toŋəmtə	t o ŋ ə m t ə	87	c118 v042 c795 v155 c239 c118 v155	1410	khan1273
842	Tremjugan Khanty	know	wuː	w uː	85	c457 v019	1410	mans1258
843	Jugan Khanty	know	uː	uː	85	v019	1410	khan1273
844	Upper Demjanka Khanty	know	woː	w oː	85	c457 v035	1410	khan1273
845	Nizjam Khanty	know	uː	uː	85	v019	1410	khan1273
846	Sherkaly Khanty	know	uː	uː	85	v019	1410	khan1273
847	Kazym Khanty	know	wɵː	w ɵː	85	c457 v105	1410	khan1273
848	Synja Khanty	know	uːjət	uː j ə t	85	v019 c564 v155 c118	1410	khan1273
849	Obdorsk Khanty	know	oːsj	oː s j	85	v035 c087 c564	1410	khan1273
850	North Mansi	leaf	luːptæ	l uː p t æ	88	c548 v019 c288 c118 v198	628	mans1258
851	Middle Lozva Mansi	leaf	luoptæ	l uo p t æ	88	c548 d003 c288 c118 v198	628	mans1258
852	Lower Lozva Mansi	leaf	lɔːpta	l ɔː p t a	88	c548 v065 c288 c118 v130	628	
853	Pelymka Mansi	leaf	luptə	l u p t ə	88	c548 v027 c288 c118 v155	628	mans1258
854	Konda Mansi	leaf	ləptə	l ə p t ə	88	c548 v155 c288 c118 v155	628	khan1273
855	Tavda Mansi	leaf	lɔptɔ	l ɔ p t ɔ	88	c548 v067 c288 c118 v067	628	mans1258
856	Vakh Khanty	leaf	ɭɨːwət	ɭ ɨː w ə t	88	c702 v109 c457 v155 c118	628	khan1273
857	Verkhne-Kalymsk Khanty	leaf	ɭɨːwət	ɭ ɨː w ə t	88	c702 v109 c457 v155 c118	628	khan1273
858	Vasjugan Khanty	leaf	ɭɨːwət	ɭ ɨː w ə t	88	c702 v109 c457 v155 c118	628	khan1273
859	Vartovskoje Khanty	leaf	ɭɨːwət	ɭ ɨː w ə t	88	c702 v109 c457 v155 c118	628	khan1273
860	Likrisovskoje Khanty	leaf	ɭɨːpət	ɭ ɨː p ə t	88	c702 v109 c288 v155 c118	628	khan1273
861	Malyj Jugan Khanty	leaf	ɭɨːpət	ɭ ɨː p ə t	88	c702 v109 c288 v155 c118	628	khan1273
862	Tremjugan Khanty	leaf	ɭɨːpət	ɭ ɨː p ə t	88	c702 v109 c288 v155 c118	628	mans1258
863	Jugan Khanty	leaf	ɭɨːpət	ɭ ɨː p ə t	88	c702 v109 c288 v155 c118	628	khan1273
864	Upper Demjanka Khanty	leaf	liːpət	l iː p ə t	88	c548 v183 c288 v155 c118	628	khan1273
865	Konda Khanty	leaf	liːpət	l iː p ə t	88	c548 v183 c288 v155 c118	628	khan1273
866	Nizjam Khanty	leaf	lipət	l i p ə t	88	c548 v191 c288 v155 c118	628	khan1273
867	Sherkaly Khanty	leaf	lipət	l i p ə t	88	c548 v191 c288 v155 c118	628	khan1273
868	Kazym Khanty	leaf	ɭipət	ɭ i p ə t	88	c702 v191 c288 v155 c118	628	khan1273
869	Synja Khanty	leaf	ɭipət	ɭ i p ə t	88	c702 v191 c288 v155 c118	628	khan1273
870	Obdorsk Khanty	leaf	liːpət	l iː p ə t	88	c548 v183 c288 v155 c118	628	khan1273
871	North Mansi	lie	χuji	χ u j i	90	c742 v027 c564 v191	1411	mans1258
872	Middle Lozva Mansi	lie	qujji	q u jː i	90	c751 v027 c572 v191	1411	mans1258
873	Lower Lozva Mansi	lie	quji	q u j i	90	c751 v027 c564 v191	1411	
874	Pelymka Mansi	lie	quji	q u j i	90	c751 v027 c564 v191	1411	mans1258
875	Konda Mansi	lie	qoji	q o j i	90	c751 v042 c564 v191	1411	khan1273
876	Tavda Mansi	lie	quj	q u j	90	c751 v027 c564	1411	mans1258
877	Vakh Khanty	lie	alaː	a l aː	89	v130 c548 v137	1411	khan1273
878	Vasjugan Khanty	lie	alaː	a l aː	89	v130 c548 v137	1411	khan1273
879	Tremjugan Khanty	lie	aɬ	a ɬ	89	v130 c534	1411	mans1258
880	Jugan Khanty	lie	aɬ	a ɬ	89	v130 c534	1411	khan1273
881	Upper Demjanka Khanty	lie	at	a t	89	v130 c118	1411	khan1273
882	Konda Khanty	lie	at	a t	89	v130 c118	1411	khan1273
883	Sherkaly Khanty	lie	ot	o t	89	v042 c118	1411	khan1273
884	Kazym Khanty	lie	oɬ	o ɬ	89	v042 c534	1411	khan1273
885	Synja Khanty	lie	ol	o l	89	v042 c548	1411	khan1273
886	Obdorsk Khanty	lie	χoːj	χ oː j	90	c742 v035 c564	1411	khan1273
887	North Mansi	liver	majt	m a j t	91	c239 v130 c564 c118	1224	mans1258
888	Middle Lozva Mansi	liver	məːt	m əː t	91	c239 v004 c118	1224	mans1258
889	Lower Lozva Mansi	liver	mət	m ə t	91	c239 v155 c118	1224	
890	Pelymka Mansi	liver	mət	m ə t	91	c239 v155 c118	1224	mans1258
891	Konda Mansi	liver	məːt	m əː t	91	c239 v004 c118	1224	khan1273
892	Tavda Mansi	liver	mait	m ai t	91	c239 d030 c118	1224	mans1258
893	Vakh Khanty	liver	muːɣəl	m uː ɣ ə l	91	c239 v019 c774 v155 c548	1224	khan1273
894	Verkhne-Kalymsk Khanty	liver	muːɣəl	m uː ɣ ə l	91	c239 v019 c774 v155 c548	1224	khan1273
895	Vasjugan Khanty	liver	muːɣəl	m uː ɣ ə l	91	c239 v019 c774 v155 c548	1224	khan1273
896	Likrisovskoje Khanty	liver	muːɣəθ	m uː ɣ ə θ	91	c239 v019 c774 v155 c413	1224	khan1273
897	Malyj Jugan Khanty	liver	muːɣəɬ	m uː ɣ ə ɬ	91	c239 v019 c774 v155 c534	1224	khan1273
898	Tremjugan Khanty	liver	muːɣəɬ	m uː ɣ ə ɬ	91	c239 v019 c774 v155 c534	1224	mans1258
899	Jugan Khanty	liver	muːwɬ	m uː w ɬ	91	c239 v019 c457 c534	1224	khan1273
900	Upper Demjanka Khanty	liver	muːχət	m uː χ ə t	91	c239 v019 c742 v155 c118	1224	khan1273
901	Konda Khanty	liver	muːχət	m uː χ ə t	91	c239 v019 c742 v155 c118	1224	khan1273
902	Nizjam Khanty	liver	muːχət	m uː χ ə t	91	c239 v019 c742 v155 c118	1224	khan1273
903	Sherkaly Khanty	liver	muːχət	m uː χ ə t	91	c239 v019 c742 v155 c118	1224	khan1273
904	Kazym Khanty	liver	moχəɬ	m o χ ə ɬ	91	c239 v042 c742 v155 c534	1224	khan1273
905	Obdorsk Khanty	liver	maχəl	m a χ ə l	91	c239 v130 c742 v155 c548	1224	khan1273
906	North Mansi	long	χɔsæ	χ ɔ s æ	92	c742 v067 c087 v198	1203	mans1258
907	Middle Lozva Mansi	long	qʷɔʃæ	qʷ ɔ ʃ æ	92	c754 v067 c677 v198	1203	mans1258
908	Lower Lozva Mansi	long	qʷɔʃæ	qʷ ɔ ʃ æ	92	c754 v067 c677 v198	1203	
909	Pelymka Mansi	long	qʷɔʃæ	qʷ ɔ ʃ æ	92	c754 v067 c677 v198	1203	mans1258
910	Konda Mansi	long	qʷɔisʲə	qʷ ɔi sʲ ə	92	c754 d018 c088 v155	1203	khan1273
911	Tavda Mansi	long	quʃo	q u ʃ o	92	c751 v027 c677 v042	1203	mans1258
912	Vakh Khanty	long	koːɣ	k oː ɣ	93	c831 v035 c774	1203	khan1273
913	Verkhne-Kalymsk Khanty	long	koːɣ	k oː ɣ	93	c831 v035 c774	1203	khan1273
914	Vasjugan Khanty	long	koːɣ	k oː ɣ	93	c831 v035 c774	1203	khan1273
915	Vartovskoje Khanty	long	kɔɣ	k ɔ ɣ	93	c831 v067 c774	1203	khan1273
916	Likrisovskoje Khanty	long	kɔɣ	k ɔ ɣ	93	c831 v067 c774	1203	khan1273
917	Malyj Jugan Khanty	long	koɣʷ	k o ɣʷ	93	c831 v042 c782	1203	khan1273
918	Tremjugan Khanty	long	koɣʷ	k o ɣʷ	93	c831 v042 c782	1203	mans1258
919	Jugan Khanty	long	kow	k o w	93	c831 v042 c457	1203	khan1273
920	Upper Demjanka Khanty	long	χow	χ o w	93	c742 v042 c457	1203	khan1273
921	Konda Khanty	long	χow	χ o w	93	c742 v042 c457	1203	khan1273
922	Nizjam Khanty	long	χuw	χ u w	93	c742 v027 c457	1203	khan1273
923	Sherkaly Khanty	long	χuw	χ u w	93	c742 v027 c457	1203	khan1273
924	Kazym Khanty	long	χuw	χ u w	93	c742 v027 c457	1203	khan1273
925	Synja Khanty	long	χuw	χ u w	93	c742 v027 c457	1203	khan1273
926	Obdorsk Khanty	long	χow	χ o w	93	c742 v042 c457	1203	khan1273
927	North Mansi	louse	taːkəm	t aː k ə m	94	c118 v137 c831 v155 c239	1392	mans1258
928	Middle Lozva Mansi	louse	taːχəm	t aː χ ə m	94	c118 v137 c742 v155 c239	1392	mans1258
929	Lower Lozva Mansi	louse	taχəm	t a χ ə m	94	c118 v130 c742 v155 c239	1392	
930	Pelymka Mansi	louse	taχəm	t a χ ə m	94	c118 v130 c742 v155 c239	1392	mans1258
931	Konda Mansi	louse	tɔːχəm	t ɔː χ ə m	94	c118 v065 c742 v155 c239	1392	khan1273
932	Tavda Mansi	louse	tæχəm	t æ χ ə m	94	c118 v198 c742 v155 c239	1392	mans1258
933	Vakh Khanty	louse	tœːɣtəm	t œː ɣ t ə m	94	c118 v176 c774 c118 v155 c239	1392	khan1273
934	Verkhne-Kalymsk Khanty	louse	tœːɣtəm	t œː ɣ t ə m	94	c118 v176 c774 c118 v155 c239	1392	khan1273
935	Vasjugan Khanty	louse	tœːɣtəm	t œː ɣ t ə m	94	c118 v176 c774 c118 v155 c239	1392	khan1273
936	Likrisovskoje Khanty	louse	teɣʷtəm	t e ɣʷ t ə m	94	c118 v200 c782 c118 v155 c239	1392	khan1273
937	Malyj Jugan Khanty	louse	tæɣʷtəm	t æ ɣʷ t ə m	94	c118 v198 c782 c118 v155 c239	1392	khan1273
938	Tremjugan Khanty	louse	tæɣʷtəm	t æ ɣʷ t ə m	94	c118 v198 c782 c118 v155 c239	1392	mans1258
939	Jugan Khanty	louse	tæwtəm	t æ w t ə m	94	c118 v198 c457 c118 v155 c239	1392	khan1273
940	Upper Demjanka Khanty	louse	teːwtəm	t eː w t ə m	94	c118 v202 c457 c118 v155 c239	1392	khan1273
941	Konda Khanty	louse	teːwtəm	t eː w t ə m	94	c118 v202 c457 c118 v155 c239	1392	khan1273
942	Nizjam Khanty	louse	teːwtəm	t eː w t ə m	94	c118 v202 c457 c118 v155 c239	1392	khan1273
943	Sherkaly Khanty	louse	teːwtəm	t eː w t ə m	94	c118 v202 c457 c118 v155 c239	1392	khan1273
944	Kazym Khanty	louse	teːwtəm	t eː w t ə m	94	c118 v202 c457 c118 v155 c239	1392	khan1273
945	Synja Khanty	louse	teːwtəm	t eː w t ə m	94	c118 v202 c457 c118 v155 c239	1392	khan1273
946	Obdorsk Khanty	louse	teːwtəm	t eː w t ə m	94	c118 v202 c457 c118 v155 c239	1392	khan1273
947	North Mansi	man	χum	χ u m	95	c742 v027 c239	1554	mans1258
948	Middle Lozva Mansi	man	qum	q u m	95	c751 v027 c239	1554	mans1258
949	Lower Lozva Mansi	man	qum	q u m	95	c751 v027 c239	1554	
950	Pelymka Mansi	man	qum	q u m	95	c751 v027 c239	1554	mans1258
951	Konda Mansi	man	qom	q o m	95	c751 v042 c239	1554	khan1273
952	Tavda Mansi	man	qom	q o m	95	c751 v042 c239	1554	mans1258
953	Vakh Khanty	man	kuː	k uː	96	c831 v019	1554	khan1273
954	Verkhne-Kalymsk Khanty	man	kuː	k uː	96	c831 v019	1554	khan1273
955	Vasjugan Khanty	man	kuː	k uː	96	c831 v019	1554	khan1273
956	Vartovskoje Khanty	man	kuː	k uː	96	c831 v019	1554	khan1273
957	Likrisovskoje Khanty	man	kuː	k uː	96	c831 v019	1554	khan1273
958	Malyj Jugan Khanty	man	koː	k oː	96	c831 v035	1554	khan1273
959	Tremjugan Khanty	man	koː	k oː	96	c831 v035	1554	mans1258
960	Jugan Khanty	man	koː	k oː	96	c831 v035	1554	khan1273
961	Upper Demjanka Khanty	man	χoːj	χ oː j	96	c742 v035 c564	1554	khan1273
962	Konda Khanty	man	χuːj	χ uː j	96	c742 v019 c564	1554	khan1273
963	Nizjam Khanty	man	χuː	χ uː	96	c742 v019	1554	khan1273
964	Sherkaly Khanty	man	χuː	χ uː	96	c742 v019	1554	khan1273
965	Kazym Khanty	man	χɵː	χ ɵː	96	c742 v105	1554	khan1273
966	Synja Khanty	man	χuː	χ uː	96	c742 v019	1554	khan1273
967	Obdorsk Khanty	man	χoːj	χ oː j	96	c742 v035 c564	1554	khan1273
968	North Mansi	many	saw	s a w	97	c087 v130 c457	1198	mans1258
969	Middle Lozva Mansi	many	ʃoɔw	ʃ o w	97	c677 v042 c457	1198	mans1258
970	Lower Lozva Mansi	many	ʃɔu	ʃ ɔu	97	c677 d009	1198	
971	Pelymka Mansi	many	ʃɔu	ʃ ɔu	97	c677 d009	1198	mans1258
972	Konda Mansi	many	sɔu	s ɔu	97	c087 d009	1198	khan1273
973	Tavda Mansi	many	ʃɔu	ʃ ɔu	97	c677 d009	1198	mans1258
974	Vakh Khanty	many	æːr	æː r	98	v199 c151	1198	khan1273
975	Vasjugan Khanty	many	æːr	æː r	98	v199 c151	1198	khan1273
976	Tremjugan Khanty	many	æːr	æː r	98	v199 c151	1198	mans1258
977	Jugan Khanty	many	æːr	æː r	98	v199 c151	1198	khan1273
978	Upper Demjanka Khanty	many	æːr	æː r	98	v199 c151	1198	khan1273
979	Konda Khanty	many	æːr	æː r	98	v199 c151	1198	khan1273
980	Nizjam Khanty	many	aːr	aː r	98	v137 c151	1198	khan1273
981	Sherkaly Khanty	many	aːr	aː r	98	v137 c151	1198	khan1273
982	Kazym Khanty	many	aːr	aː r	98	v137 c151	1198	khan1273
983	Synja Khanty	many	aːr	aː r	98	v137 c151	1198	khan1273
984	Obdorsk Khanty	many	æːr	æː r	98	v199 c151	1198	khan1273
985	North Mansi	meat	ɲɔwəʎ	ɲ ɔ w ə ʎ	99	c589 v067 c457 v155 c582	634	mans1258
986	Middle Lozva Mansi	meat	ɲoul	ɲ ou l	99	c589 d006 c548	634	mans1258
987	Lower Lozva Mansi	meat	ɲɔul	ɲ ɔu l	99	c589 d009 c548	634	
988	Pelymka Mansi	meat	ɲɔuʎ	ɲ ɔu ʎ	99	c589 d009 c582	634	mans1258
989	Konda Mansi	meat	ɲoul	ɲ ou l	99	c589 d006 c548	634	khan1273
990	Tavda Mansi	meat	ɲəːul	ɲ əː i l	99	c589 v004 v191 c548	634	mans1258
991	Vakh Khanty	meat	ɲoːɣɨː	ɲ oː ɣ ɨː	99	c589 v035 c774 v109	634	khan1273
992	Verkhne-Kalymsk Khanty	meat	ɲoːɣɨː	ɲ oː ɣ ɨː	99	c589 v035 c774 v109	634	khan1273
993	Vasjugan Khanty	meat	ɲoːɣɨː	ɲ oː ɣ ɨː	99	c589 v035 c774 v109	634	khan1273
994	Vartovskoje Khanty	meat	ɲoːɣɨː	ɲ oː ɣ ɨː	99	c589 v035 c774 v109	634	khan1273
995	Likrisovskoje Khanty	meat	ɲaɣʷɨː	ɲ a ɣʷ ɨː	99	c589 v130 c782 v109	634	khan1273
996	Malyj Jugan Khanty	meat	ɲaɣʷɨː	ɲ a ɣʷ ɨː	99	c589 v130 c782 v109	634	khan1273
997	Tremjugan Khanty	meat	ɲaɣʷɨː	ɲ a ɣʷ ɨː	99	c589 v130 c782 v109	634	mans1258
998	Jugan Khanty	meat	ɲawɨː	ɲ a w ɨː	99	c589 v130 c457 v109	634	khan1273
999	Upper Demjanka Khanty	meat	ɲoχə	ɲ o χ ə	99	c589 v042 c742 v155	634	khan1273
1000	Konda Khanty	meat	ɲoχə	ɲ o χ ə	99	c589 v042 c742 v155	634	khan1273
1001	Nizjam Khanty	meat	ɲoχə	ɲ o χ ə	99	c589 v042 c742 v155	634	khan1273
1002	Sherkaly Khanty	meat	ɲoχə	ɲ o χ ə	99	c589 v042 c742 v155	634	khan1273
1003	Kazym Khanty	meat	ɲoχiː	ɲ o χ iː	99	c589 v042 c742 v183	634	khan1273
1004	Synja Khanty	meat	ɲoχiː	ɲ o χ iː	99	c589 v042 c742 v183	634	khan1273
1005	Obdorsk Khanty	meat	ɲoχaː	ɲ o χ aː	99	c589 v042 c742 v137	634	khan1273
1006	North Mansi	moon	jɔːŋχəp	j ɔː ŋ χ ə p	100	c564 v065 c795 c742 v155 c288	1313	mans1258
1007	Middle Lozva Mansi	moon	joɔŋqəp	j o ŋ q ə p	100	c564 v042 c795 c751 v155 c288	1313	mans1258
1008	Lower Lozva Mansi	moon	jɔːŋχəp	j ɔː ŋ χ ə p	100	c564 v065 c795 c742 v155 c288	1313	
1009	Pelymka Mansi	moon	joːŋqəp	j oː ŋ q ə p	100	c564 v035 c795 c751 v155 c288	1313	mans1258
1010	Konda Mansi	moon	joːŋqəp	j oː ŋ q ə p	100	c564 v035 c795 c751 v155 c288	1313	khan1273
1011	Tavda Mansi	moon	jamp	j a m p	100	c564 v130 c239 c288	1313	mans1258
1012	Vakh Khanty	moon	iːkiː	iː k iː	101	v183 c831 v183	1313	khan1273
1013	Vasjugan Khanty	moon	iːkiː	iː k iː	101	v183 c831 v183	1313	khan1273
1014	Tremjugan Khanty	moon	tɨːɬəs	t ɨː ɬ ə s	-102	c118 v109 c534 v155 c087	1313	mans1258
1015	Jugan Khanty	moon	tɨːləs	t ɨː l ə s	-102	c118 v109 c548 v155 c087	1313	khan1273
1016	Upper Demjanka Khanty	moon	tiːləʃ	t iː l ə ʃ	-102	c118 v183 c548 v155 c677	1313	khan1273
1017	Konda Khanty	moon	tiːləʃ	t iː l ə ʃ	-102	c118 v183 c548 v155 c677	1313	khan1273
1018	Nizjam Khanty	moon	tiləsj	t i l ə s j	-102	c118 v191 c548 v155 c087 c564	1313	khan1273
1019	Sherkaly Khanty	moon	tiləsj	t i l ə s j	-102	c118 v191 c548 v155 c087 c564	1313	khan1273
1020	Kazym Khanty	moon	tiɬəsj	t i ɬ ə s j	-102	c118 v191 c534 v155 c087 c564	1313	khan1273
1021	Synja Khanty	moon	tiləsj	t i l ə s j	-102	c118 v191 c548 v155 c087 c564	1313	khan1273
1022	Obdorsk Khanty	moon	tiːləsj	t iː l ə s j	-102	c118 v183 c548 v155 c087 c564	1313	khan1273
1023	North Mansi	mountain	ur	u r	107	v027 c151	639	mans1258
1024	Middle Lozva Mansi	mountain	ur	u r	107	v027 c151	639	mans1258
1025	Lower Lozva Mansi	mountain	əχ	ə χ	103	v155 c742	639	
1026	Pelymka Mansi	mountain	əχ	ə χ	103	v155 c742	639	mans1258
1027	Konda Mansi	mountain	əχ	ə χ	103	v155 c742	639	khan1273
1028	Tavda Mansi	mountain	æχ	æ χ	103	v198 c742	639	mans1258
1029	Vakh Khanty	mountain	joɣ	j o ɣ	104	c564 v042 c774	639	khan1273
1030	Verkhne-Kalymsk Khanty	mountain	reːw	r eː w	105	c151 v202 c457	639	khan1273
1031	Vasjugan Khanty	mountain	reːw	r eː w	105	c151 v202 c457	639	khan1273
1032	Vartovskoje Khanty	mountain	ræw	r æ w	105	c151 v198 c457	639	khan1273
1033	Likrisovskoje Khanty	mountain	ræp	r æ p	105	c151 v198 c288	639	khan1273
1034	Tremjugan Khanty	mountain	ræp	r æ p	105	c151 v198 c288	639	mans1258
1035	Jugan Khanty	mountain	ræp	r æ p	105	c151 v198 c288	639	khan1273
1036	Upper Demjanka Khanty	mountain	reːp	r eː p	105	c151 v202 c288	639	khan1273
1037	Konda Khanty	mountain	reːp	r eː p	105	c151 v202 c288	639	khan1273
1038	Nizjam Khanty	mountain	reːp	r eː p	105	c151 v202 c288	639	khan1273
1039	Sherkaly Khanty	mountain	keːw	k eː w	106	c831 v202 c457	639	khan1273
1040	Kazym Khanty	mountain	rɛːp	r ɛː p	105	c151 v225 c288	639	khan1273
1041	Synja Khanty	mountain	reːp	r eː p	105	c151 v202 c288	639	khan1273
1042	Obdorsk Khanty	mountain	reːp	r eː p	105	c151 v202 c288	639	khan1273
1043	North Mansi	mouth	suːp	s uː p	108	c087 v019 c288	674	mans1258
1044	Middle Lozva Mansi	mouth	tus	t u s	109	c118 v027 c087	674	mans1258
1045	Lower Lozva Mansi	mouth	tus	t u s	109	c118 v027 c087	674	
1046	Pelymka Mansi	mouth	tus	t u s	109	c118 v027 c087	674	mans1258
1047	Konda Mansi	mouth	tus	t u s	109	c118 v027 c087	674	khan1273
1048	Tavda Mansi	mouth	toːʃ	t oː ʃ	109	c118 v035 c677	674	mans1258
1049	Vakh Khanty	mouth	luːl	l uː l	110	c548 v019 c548	674	khan1273
1050	Verkhne-Kalymsk Khanty	mouth	juːl	j uː l	110	c564 v019 c548	674	khan1273
1051	Vasjugan Khanty	mouth	juːl	j uː l	110	c564 v019 c548	674	khan1273
1052	Vartovskoje Khanty	mouth	ɬuːɬ	ɬ uː ɬ	110	c534 v019 c534	674	khan1273
1053	Likrisovskoje Khanty	mouth	θuːθ	θ uː θ	110	c413 v019 c413	674	khan1273
1054	Malyj Jugan Khanty	mouth	ɬuːɬ	ɬ uː ɬ	110	c534 v019 c534	674	khan1273
1055	Tremjugan Khanty	mouth	ɬuːɬ	ɬ uː ɬ	110	c534 v019 c534	674	mans1258
1056	Jugan Khanty	mouth	ɬuːɬ	ɬ uː ɬ	110	c534 v019 c534	674	khan1273
1057	Upper Demjanka Khanty	mouth	tuːt	t uː t	110	c118 v019 c118	674	khan1273
1058	Konda Khanty	mouth	tuːt	t uː t	110	c118 v019 c118	674	khan1273
1059	Nizjam Khanty	mouth	tuːt	t uː t	110	c118 v019 c118	674	khan1273
1060	Sherkaly Khanty	mouth	tuːt	t uː t	110	c118 v019 c118	674	khan1273
1061	Kazym Khanty	mouth	uŋəɬ	u ŋ ə ɬ	111	v027 c795 v155 c534	674	khan1273
1062	Synja Khanty	mouth	uŋəl	u ŋ ə l	111	v027 c795 v155 c548	674	khan1273
1063	Obdorsk Khanty	mouth	uːŋəl	uː ŋ ə l	111	v019 c795 v155 c548	674	khan1273
1064	North Mansi	name	nam	n a m	112	c105 v130 c239	1405	mans1258
1065	Middle Lozva Mansi	name	næm	n æ m	112	c105 v198 c239	1405	mans1258
1066	Pelymka Mansi	name	næm	n æ m	112	c105 v198 c239	1405	mans1258
1067	Konda Mansi	name	næm	n æ m	112	c105 v198 c239	1405	khan1273
1068	Tavda Mansi	name	næm	n æ m	112	c105 v198 c239	1405	mans1258
1069	Vakh Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1070	Verkhne-Kalymsk Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1071	Vasjugan Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1072	Vartovskoje Khanty	name	næm	n æ m	112	c105 v198 c239	1405	khan1273
1073	Likrisovskoje Khanty	name	næm	n æ m	112	c105 v198 c239	1405	khan1273
1074	Malyj Jugan Khanty	name	næm	n æ m	112	c105 v198 c239	1405	khan1273
1075	Tremjugan Khanty	name	næm	n æ m	112	c105 v198 c239	1405	mans1258
1076	Jugan Khanty	name	næm	n æ m	112	c105 v198 c239	1405	khan1273
1077	Upper Demjanka Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1078	Konda Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1079	Nizjam Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1080	Sherkaly Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1081	Kazym Khanty	name	nɛːm	n ɛː m	112	c105 v225 c239	1405	khan1273
1082	Synja Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1083	Obdorsk Khanty	name	neːm	n eː m	112	c105 v202 c239	1405	khan1273
1896	North Mansi	near	ʎapæ	ʎ a p æ	211	c582 v130 c288 v198	1942	mans1258
1897	Middle Lozva Mansi	near	ælæ	æ l æ	212	v198 c548 v198	1942	mans1258
1898	Pelymka Mansi	near	ælæɨ	æ l æɨ	212	v198 c548 d058	1942	mans1258
1899	Konda Mansi	near	æli	æ l i	212	v198 c548 v191	1942	khan1273
1900	Tavda Mansi	near	ælæu	æ l ɛu	212	v198 c548 d053	1942	mans1258
1901	Vakh Khanty	near	wæːɳɳə	w æː ɳː ə	213	c457 v199 c706 v155	1942	khan1273
1902	Vasjugan Khanty	near	teŋtəɣ	t e ŋ t ə ɣ	214	c118 v200 c795 c118 v155 c774	1942	khan1273
1903	Tremjugan Khanty	near	wæːɳɳə	w æː ɳː ə	213	c457 v199 c706 v155	1942	mans1258
1904	Jugan Khanty	near	wæːnnə	w æː nː ə	213	c457 v199 c104 v155	1942	khan1273
1905	Upper Demjanka Khanty	near	wæːnnə	w æː nː ə	213	c457 v199 c104 v155	1942	khan1273
1906	Konda Khanty	near	wæːnnə	w æː nː ə	213	c457 v199 c104 v155	1942	khan1273
1907	Nizjam Khanty	near	waːnnaː	w aː nː aː	213	c457 v137 c104 v137	1942	khan1273
1908	Kazym Khanty	near	waːɳɳə	w aː ɳː ə	213	c457 v137 c706 v155	1942	khan1273
1909	Obdorsk Khanty	near	wæːnnæː	w æː nː æː	213	c457 v199 c104 v199	1942	khan1273
1084	North Mansi	neck	siplu	s i p l u	113	c087 v191 c288 c548 v027	1333	mans1258
1085	Middle Lozva Mansi	neck	ʃiplu	ʃ i p l u	113	c677 v191 c288 c548 v027	1333	mans1258
1086	Pelymka Mansi	neck	ʃiplu	ʃ i p l u	113	c677 v191 c288 c548 v027	1333	mans1258
1087	Konda Mansi	neck	soplo	s o p l o	113	c087 v042 c288 c548 v042	1333	khan1273
1088	Vakh Khanty	neck	sæːwəl	s æː w ə l	113	c087 v199 c457 v155 c548	1333	khan1273
1089	Verkhne-Kalymsk Khanty	neck	sæːwəl	s æː w ə l	113	c087 v199 c457 v155 c548	1333	khan1273
1090	Vasjugan Khanty	neck	sæːwəl	s æː w ə l	113	c087 v199 c457 v155 c548	1333	khan1273
