language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
Italian		round	1395	1395	rotondo	390	r o t o n d o
Hindi		round	1395	1395	gol	396	g o l
Portuguese		round	1395	1395	ʀədõdu	390	ʀ ə d õ d u
Dutch		salt	1274	1274	zɑut	576	z ɑu t
Swedish		salt	1274	1274	salːt	576	s a lː t
English		salt	1274	1274	sɔːlt	576	s ɔː l t
German		salt	1274	1274	zalt͡s	576	z a l ts
Spanish		salt	1274	1274	sal	576	s a l
Danish		salt	1274	1274	salˀd	576	s a lˀ d
Bulgarian		salt	1274	1274	sol	576	s o l
Greek		salt	1274	1274	alati	576	a l a t i
Armenian		salt	1274	1274	ɑʁ	576	ɑ ʁ
Romanian		salt	1274	1274	sare	576	s a r e
Russian		salt	1274	1274	solʲ	576	s o lʲ
Polish		salt	1274	1274	sul	576	s u l
Norwegian		salt	1274	1274	sɑlt	576	s ɑ l t
French		salt	1274	1274	sɛl	576	s ɛ l
Czech		salt	1274	1274	suːl	576	s uː l
Icelandic		salt	1274	1274	sal̥t	576	s a l̥ t
Italian		salt	1274	1274	sale	576	s a l e
Portuguese		salt	1274	1274	sal	576	s a l
Dutch		sand	671	671	zɑnt	398	z ɑ n t
Swedish		sand	671	671	sanːd	398	s a nː d
English		sand	671	671	sænd	398	s æ n d
German		sand	671	671	zant	398	z a n t
Spanish		sand	671	671	aɾena	402	a ɾ e n a
Danish		sand	671	671	sanˀ	398	s a nˀ
Bulgarian		sand	671	671	pʲasək	400	pʲ a s ə k
Greek		sand	671	671	amos	398	a m o s
Armenian		sand	671	671	ɑvɑz	397	ɑ v ɑ z
Romanian		sand	671	671	nisip	-401	n i s i p
Russian		sand	671	671	pʲɪsok	400	pʲ ɪ s o k
Polish		sand	671	671	pʲasɛk	400	pʲ a s ɛ k
French		sand	671	671	sabl	397	s a b l
Czech		sand	671	671	piːsɛk	400	p iː s ɛ k
Icelandic		sand	671	671	santʏr	398	s a n t ʏ r
Italian		sand	671	671	sabbja	397	s a bː j a
Hindi		sand	671	671	ret	403	r e t
Portuguese		sand	671	671	ɐrɐjɐ	402	ɐ r ɐ j ɐ
Hindi		sand	671	671	baːluː	399	b aː l uː
Dutch		say	1458	1458	zɛɣə	405	z ɛ ɣ ə
Swedish		say	1458	1458	sɛja	405	s ɛ j a
English		say	1458	1458	seɪ	405	s eɪ
German		say	1458	1458	zaːɡən	405	z aː g ə n
Spanish		say	1458	1458	deθiɾ	408	d e θ i ɾ
Danish		say	1458	1458	siː	405	s iː
Bulgarian		say	1458	1458	kaʒə	409	k a ʒ ə
Greek		say	1458	1458	leɣo	410	l e ɣ o
Armenian		say	1458	1458	ɑsɛl	406	ɑ s ɛ l
Romanian		say	1458	1458	ziʧe	408	z i tʃ e
Russian		say	1458	1458	skɐzatʲ	409	s k ɐ z a tʲ
Polish		say	1458	1458	pɔvʲɛʥɛʨ	407	p ɔ vʲ ɛ dʑ ɛ tɕ
Norwegian		say	1458	1458	siː	405	s iː
French		say	1458	1458	diʁ	408	d i ʁ
Czech		say	1458	1458	riːkat	412	r iː k a t
Icelandic		say	1458	1458	seiːja	405	s e iː j a
Italian		say	1458	1458	dire	408	d i r e
Hindi		say	1458	1458	kəɦnaː	411	k ə ɦ n aː
Portuguese		say	1458	1458	dizer	408	d i z e r
Hindi		say	1458	1458	boːlnaː	404	b oː l n aː
Dutch		see	1409	1409	ziːn	414	z iː n
Swedish		see	1409	1409	seː	414	s eː
English		see	1409	1409	siː	414	s iː
German		see	1409	1409	zeːən	414	z eː ə n
Spanish		see	1409	1409	beɾ	413	b e ɾ
Danish		see	1409	1409	seˀ	414	s eˀ
Bulgarian		see	1409	1409	viʒdəm	413	v i ʒ d ə m
Greek		see	1409	1409	vlepo	415	v l e p o
Armenian		see	1409	1409	tɛsnɛl	416	t ɛ s n ɛ l
Romanian		see	1409	1409	vedea	413	v e d e a
Russian		see	1409	1409	vʲidʲɪtʲ	413	vʲ i dʲ ɪ tʲ
Polish		see	1409	1409	viʥɛʨ	413	v i dʑ ɛ tɕ
Norwegian		see	1409	1409	seː	414	s eː
French		see	1409	1409	vwaʁ	413	v w a ʁ
Czech		see	1409	1409	vɪdʲɛt	413	v ɪ dʲ ɛ t
Icelandic		see	1409	1409	sjauː	414	s j a uː
Italian		see	1409	1409	vedere	413	v e d e r e
Hindi		see	1409	1409	deːkʰnaː	417	d eː kʰ n aː
Portuguese		see	1409	1409	ver	413	v e r
Dutch		seed	714	714	zaːt	421	z aː t
Swedish		seed	714	714	frøː	420	f r øː
English		seed	714	714	siːd	421	s iː d
German		seed	714	714	zaːmən	421	z aː m ə n
Spanish		seed	714	714	semiʎa	421	s e m i ʎ a
Danish		seed	714	714	fʁœˀ	420	f ʁ œˀ
Bulgarian		seed	714	714	sɛmɛ	421	s ɛ m ɛ
Greek		seed	714	714	sporos	423	s p o r o s
Armenian		seed	714	714	seɾm	-419	s e ɾ m
Romanian		seed	714	714	səmɨnʦə	421	s ə m ɨ n ts ə
Russian		seed	714	714	sʲemʲə	421	sʲ e mʲ ə
Polish		seed	714	714	ɕɛmʲɛ̃	421	ɕ ɛ mʲ ɛ̃
Norwegian		seed	714	714	fɾøː	420	f ɾ øː
French		seed	714	714	semɑ̃s	421	s e m ɑ̃ s
Czech		seed	714	714	sɛmɛno	421	s ɛ m ɛ n o
Icelandic		seed	714	714	fraiː	420	f r a iː
Italian		seed	714	714	seme	421	s e m e
Hindi		seed	714	714	biːʤ	418	b iː dʒ
Portuguese		seed	714	714	səmẽtə	421	s ə m ẽ t ə
French		seed	714	714	ɡʁɛn	422	g ʁ ɛ n
Dutch		short	1645	1645	kɔrt	-581	k ɔ r t
Swedish		short	1645	1645	kɔrt	-581	k ɔ r t
English		short	1645	1645	ʃɔːrt	581	ʃ ɔː r t
German		short	1645	1645	kʊrt͡s	-581	k ʊ r ts
Spanish		short	1645	1645	koɾto	581	k o ɾ t o
Danish		short	1645	1645	kɒːd	-581	k ɒː d
Bulgarian		short	1645	1645	kratək	581	k r a t ə k
Greek		short	1645	1645	kondos	582	k o n d o s
Armenian		short	1645	1645	kɑɾʧ	581	k ɑ ɾ tʃ
Romanian		short	1645	1645	skurt	581	s k u r t
Russian		short	1645	1645	kɐrotkʲɪj	581	k ɐ r o t kʲ ɪ j
Polish		short	1645	1645	krutki	581	k r u t k i
Norwegian		short	1645	1645	kɔʈ	-581	k ɔ ʈ
French		short	1645	1645	kuʁ	581	k u ʁ
Czech		short	1645	1645	kraːtkiː	581	k r aː t k iː
Icelandic		short	1645	1645	stʏʰtʏr	578	s t ʏ ʰt ʏ r
Italian		short	1645	1645	brɛve	577	b r ɛ v e
Hindi		short	1645	1645	ʧʰoʈaː	579	tʃʰ o ʈ aː
Portuguese		short	1645	1645	kurtu	581	k u r t u
Spanish		short	1645	1645	breve	577	b r e v e
Bulgarian		short	1645	1645	kɤs	580	k ɤ s
French		short	1645	1645	bʁɛf	577	b ʁ ɛ f
Italian		short	1645	1645	korto	581	k o r t o
Portuguese		short	1645	1645	brɛvə	577	b r ɛ v ə
Dutch		sit	1416	1416	zɪtə	424	z ɪ t ə
Swedish		sit	1416	1416	sitːa	424	s i tː a
English		sit	1416	1416	sɪt	424	s ɪ t
German		sit	1416	1416	zɪt͡sən	424	z ɪ ts ə n
Spanish		sit	1416	1416	sentaðo	424	s e n t a ð o
Danish		sit	1416	1416	seðə	424	s e ð ə
Bulgarian		sit	1416	1416	sɛdʲɤ	424	s ɛ dʲ ɤ
Greek		sit	1416	1416	kaθome	426	k a θ o m e
Armenian		sit	1416	1416	nəstɛl	424	n ə s t ɛ l
Romanian		sit	1416	1416	ʃedea	424	ʃ e d e a
Russian		sit	1416	1416	sʲɪdʲetʲ	424	sʲ ɪ dʲ e tʲ
Polish		sit	1416	1416	ɕɛʥɛʨ	424	ɕ ɛ dʑ ɛ tɕ
Norwegian		sit	1416	1416	sitə	424	s i t ə
French		sit	1416	1416	ɛtʁasi	424	ɛ t ʁ a s i
Czech		sit	1416	1416	sɛdʲɛt	424	s ɛ dʲ ɛ t
Icelandic		sit	1416	1416	sɪːtja	424	s ɪː t j a
Italian		sit	1416	1416	sedere	424	s e d e r e
Hindi		sit	1416	1416	bɛːʈʰnaː	425	b ɛː ʈʰ n aː
Portuguese		sit	1416	1416	sẽtar	424	s ẽ t a r
Dutch		skin	763	763	vɛl	427	v ɛ l
Swedish		skin	763	763	ɧinː	433	ɧ i nː
English		skin	763	763	skɪn	-433	s k ɪ n
German		skin	763	763	haut	432	h au t
Spanish		skin	763	763	pjel	427	p j e l
Danish		skin	763	763	huðˀ	432	h u ðˀ
Bulgarian		skin	763	763	kɔʒə	429	k ɔ ʒ ə
Greek		skin	763	763	ðerma	428	ð e r m a
Armenian		skin	763	763	mɑʃk	-431	m ɑ ʃ k
Romanian		skin	763	763	pjele	427	p j e l e
Russian		skin	763	763	koʒə	429	k o ʒ ə
Polish		skin	763	763	skura	430	s k u r a
Norwegian		skin	763	763	hʉːd	432	h ʉː d
French		skin	763	763	po	427	p o
Czech		skin	763	763	kuːʒɛ	429	k uː ʒ ɛ
Icelandic		skin	763	763	huːð	432	h uː ð
Italian		skin	763	763	pɛlle	427	p ɛ lː e
Hindi		skin	763	763	ʧəməɽiː	430	tʃ ə m ə ɽ iː
Portuguese		skin	763	763	pɛlə	427	p ɛ l ə
Dutch		skin	763	763	hœyt	432	h œi t
Swedish		skin	763	763	huːd	432	h uː d
Icelandic		skin	763	763	scɪnː	433	s c ɪ nː
Portuguese		skin	763	763	koru	430	k o r u
Dutch		sleep	1585	1585	slaːpə	436	s l aː p ə
Swedish		sleep	1585	1585	soːva	435	s oː v a
English		sleep	1585	1585	sliːp	436	s l iː p
German		sleep	1585	1585	ʃlaːfən	436	ʃ l aː f ə n
Spanish		sleep	1585	1585	doɾmiɾ	437	d o ɾ m i ɾ
Danish		sleep	1585	1585	sɒwə	435	s ɒ w ə
Bulgarian		sleep	1585	1585	spa	435	s p a
Greek		sleep	1585	1585	cimume	434	c i m u m e
Armenian		sleep	1585	1585	kʰənɛl	435	kʰ ə n ɛ l
Romanian		sleep	1585	1585	dormi	437	d o r m i
Russian		sleep	1585	1585	spatʲ	435	s p a tʲ
Polish		sleep	1585	1585	spaʨ	435	s p a tɕ
Norwegian		sleep	1585	1585	soːʋə	435	s oː ʋ ə
French		sleep	1585	1585	dɔʁmiʁ	437	d ɔ ʁ m i ʁ
Czech		sleep	1585	1585	spaːt	435	s p aː t
Icelandic		sleep	1585	1585	sɔːva	435	s ɔː v a
Italian		sleep	1585	1585	dormire	437	d o r m i r e
Hindi		sleep	1585	1585	sɔːnaː	435	s ɔː n aː
Portuguese		sleep	1585	1585	durmir	437	d u r m i r
Dutch		small	1246	1246	klɛɪn	445	k l ɛi n
Swedish		small	1246	1246	liːten	439	l iː t e n
English		small	1246	1246	smɔːl	441	s m ɔː l
German		small	1246	1246	klain	445	k l ai n
Spanish		small	1246	1246	pekeɲo	440	p e k e ɲ o
Danish		small	1246	1246	lilə	439	l i l ə
Bulgarian		small	1246	1246	malək	441	m a l ə k
Greek		small	1246	1246	mikros	438	m i k r o s
Armenian		small	1246	1246	pʰokʰəɾ	440	pʰ o kʰ ə ɾ
Romanian		small	1246	1246	mik	-444	m i k
Russian		small	1246	1246	malʲɪnʲkʲɪj	441	m a lʲ ɪ nʲ kʲ ɪ j
Polish		small	1246	1246	mawɨ	441	m a w ɨ
Norwegian		small	1246	1246	liːtən	439	l iː t ə n
French		small	1246	1246	pəti	442	p ə t i
Czech		small	1246	1246	maliː	441	m a l iː
Icelandic		small	1246	1246	liːtɪt͡l	439	l iː t ɪ tl
Italian		small	1246	1246	pikkolo	440	p i kː o l o
Hindi		small	1246	1246	ʧɔːʈaː	443	tʃ ɔː ʈ aː
Portuguese		small	1246	1246	pəkenu	440	p ə k e n u
Swedish		small	1246	1246	smoː	441	s m oː
English		small	1246	1246	lɪtḷ	439	l ɪ t l̩
Danish		small	1246	1246	liːðən	439	l iː ð ə n
Icelandic		small	1246	1246	smauːr	441	s m a uː r
Dutch		smoke	778	778	roːk	449	r oː k
Swedish		smoke	778	778	røk	449	r ø k
English		smoke	778	778	sməʊk	448	s m əu k
German		smoke	778	778	raux	449	r au x
Spanish		smoke	778	778	umo	446	u m o
Danish		smoke	778	778	ʁʌjˀ	449	ʁ ʌ jˀ
Bulgarian		smoke	778	778	dim	446	d i m
Greek		smoke	778	778	kapnos	447	k a p n o s
Romanian		smoke	778	778	fum	446	f u m
Russian		smoke	778	778	dɨm	446	d ɨ m
Polish		smoke	778	778	dɨm	446	d ɨ m
Norwegian		smoke	778	778	ɾœjk	449	ɾ œ j k
French		smoke	778	778	fyme	446	f y m e
Czech		smoke	778	778	diːm	446	d iː m
Icelandic		smoke	778	778	reiːkʏr	449	r e iː k ʏ r
Italian		smoke	778	778	fumo	446	f u m o
Hindi		smoke	778	778	dʱʊãː	446	d̤ ʊ ãː
Portuguese		smoke	778	778	fumu	446	f u m u
Dutch		snake	730	730	slɑŋ	585	s l ɑ ŋ
Swedish		snake	730	730	orːm	590	o rː m
English		snake	730	730	sneɪk	588	s n eɪ k
German		snake	730	730	ʃlaŋə	585	ʃ l a ŋ ə
Spanish		snake	730	730	kulevra	583	k u l e v r a
Danish		snake	730	730	slɑŋə	585	s l ɑ ŋ ə
Bulgarian		snake	730	730	zmija	584	z m i j a
Greek		snake	730	730	fiði	586	f i ð i
Armenian		snake	730	730	oʦʰ	586	o tsʰ
Romanian		snake	730	730	ʃarpe	589	ʃ a r p e
Russian		snake	730	730	zmʲɪja	584	z mʲ ɪ j a
Polish		snake	730	730	ʒmija	584	ʒ m i j a
Norwegian		snake	730	730	ɔɾm	590	ɔ ɾ m
French		snake	730	730	sɛʁpɑ̃	589	s ɛ ʁ p ɑ̃
Czech		snake	730	730	ɦat	591	ɦ a t
Icelandic		snake	730	730	st͡lauŋka	585	s tl au ŋ k a
Italian		snake	730	730	sɛrpɛnte	589	s ɛ r p ɛ n t e
Hindi		snake	730	730	sãːp	589	s ãː p
Portuguese		snake	730	730	sərpẽtə	589	s ə r p ẽ t ə
Spanish		snake	730	730	seɾpjente	589	s e ɾ p j e n t e
Polish		snake	730	730	vɔ̃ʒ	587	v ɔ̃ ʒ
Norwegian		snake	730	730	ʃlɑŋə	585	ʃ l ɑ ŋ ə
Portuguese		snake	730	730	kɔbrɐ	583	k ɔ b r ɐ
Dutch		stand	1442	1442	staːn	451	s t aː n
Swedish		stand	1442	1442	stoː	451	s t oː
English		stand	1442	1442	stænd	451	s t æ n d
German		stand	1442	1442	ʃteːən	451	ʃ t eː ə n
Danish		stand	1442	1442	sdɔˀ	451	s d ɔˀ
Bulgarian		stand	1442	1442	stɔjə	451	s t ɔ j ə
Greek		stand	1442	1442	stekome	451	s t e k o m e
Armenian		stand	1442	1442	kɑngnɛl	450	k ɑ n g n ɛ l
Romanian		stand	1442	1442	sta	451	s t a
Russian		stand	1442	1442	stɐjatʲ	451	s t ɐ j a tʲ
Polish		stand	1442	1442	staʨ	451	s t a tɕ
Norwegian		stand	1442	1442	stoː	451	s t oː
Czech		stand	1442	1442	staːt	451	s t aː t
Icelandic		stand	1442	1442	stanta	451	s t a n t a
Italian		stand	1442	1442	stare	451	s t a r e
Hindi		stand	1442	1442	kʰaɽaː	452	kʰ a ɽ aː
Dutch		star	1430	1430	stɛr	454	s t ɛ r
Swedish		star	1430	1430	ɧɛːrna	454	ɧ ɛː r n a
English		star	1430	1430	stɑːr	454	s t ɑː r
German		star	1430	1430	ʃtɛrn	454	ʃ t ɛ r n
Spanish		star	1430	1430	estɾeʎa	454	e s t ɾ e ʎ a
Danish		star	1430	1430	sdjæʁnə	454	s d j æ ʁ n ə
Bulgarian		star	1430	1430	zvɛzda	453	z v ɛ z d a
Greek		star	1430	1430	asteri	454	a s t e r i
Armenian		star	1430	1430	ɑstəʁ	454	ɑ s t ə ʁ
Romanian		star	1430	1430	stea	454	s t e a
Russian		star	1430	1430	zvʲɪzda	453	z vʲ ɪ z d a
Polish		star	1430	1430	ɡvʲazda	453	g vʲ a z d a
Norwegian		star	1430	1430	stjæːɳə	454	s t j æː ɳ ə
French		star	1430	1430	etwal	454	e t w a l
Czech		star	1430	1430	ɦvʲɛzda	453	ɦ vʲ ɛ z d a
Icelandic		star	1430	1430	stjart͡na	454	s t j a r n̥ a
Italian		star	1430	1430	stella	454	s t e lː a
Hindi		star	1430	1430	taːraː	454	t aː r aː
Portuguese		star	1430	1430	əʃtrelɐ	454	ə ʃ t r e l ɐ
Dutch		stone	857	857	steːn	458	s t eː n
Swedish		stone	857	857	steːn	458	s t eː n
English		stone	857	857	stəʊn	458	s t əu n
German		stone	857	857	ʃtain	458	ʃ t ai n
Spanish		stone	857	857	pjeðɾa	455	p j e ð ɾ a
Danish		stone	857	857	sdeˀn	458	s d eˀ n
Bulgarian		stone	857	857	kamək	459	k a m ə k
Greek		stone	857	857	petra	460	p e t r a
Armenian		stone	857	857	kʰɑɾ	461	kʰ ɑ ɾ
Romanian		stone	857	857	pjatrə	455	p j a t r ə
Russian		stone	857	857	kamʲɪnʲ	459	k a mʲ ɪ nʲ
Polish		stone	857	857	kamʲɛɲ	459	k a mʲ ɛ ɲ
Norwegian		stone	857	857	stæjn	458	s t æ j n
French		stone	857	857	pjɛʁ	455	p j ɛ ʁ
Czech		stone	857	857	kaːmɛn	459	k aː m ɛ n
Icelandic		stone	857	857	steit͡n	458	s t ei n̥
Italian		stone	857	857	sasso	456	s a sː o
Hindi		stone	857	857	pətʰːər	457	p ə tːʰ ə r
Portuguese		stone	857	857	pɛdrɐ	455	p ɛ d r ɐ
Dutch		sun	1343	1343	zɔn	463	z ɔ n
Swedish		sun	1343	1343	soːl	463	s oː l
English		sun	1343	1343	sʌn	463	s ʌ n
German		sun	1343	1343	zɔnə	463	z ɔ n ə
Spanish		sun	1343	1343	sol	463	s o l
Danish		sun	1343	1343	soˀl	463	s oˀ l
Bulgarian		sun	1343	1343	slɤnʦɛ	463	s l ɤ n ts ɛ
Greek		sun	1343	1343	iʎos	463	i ʎ o s
Armenian		sun	1343	1343	ɑɾɛv	462	ɑ ɾ ɛ v
Romanian		sun	1343	1343	sware	463	s w a r e
Russian		sun	1343	1343	sonʦə	463	s o n ts ə
Polish		sun	1343	1343	swɔnʲʦɛ	463	s w ɔ nʲ ts ɛ
Norwegian		sun	1343	1343	suːl	463	s uː l
French		sun	1343	1343	sɔlɛj	463	s ɔ l ɛ j
Czech		sun	1343	1343	slʊnʦɛ	463	s l ʊ n ts ɛ
Icelandic		sun	1343	1343	souːl	463	s o uː l
Italian		sun	1343	1343	sole	463	s o l e
Hindi		sun	1343	1343	suːrəʤ	463	s uː r ə dʒ
Portuguese		sun	1343	1343	sɔl	463	s ɔ l
Dutch		swim	1439	1439	zʋɛmə	465	z ʋ ɛ m ə
Swedish		swim	1439	1439	simːa	465	s i mː a
English		swim	1439	1439	sʋɪm	465	s ʋ ɪ m
German		swim	1439	1439	ʃvɪmən	465	ʃ v ɪ m ə n
Spanish		swim	1439	1439	naðaɾ	466	n a ð a ɾ
Danish		swim	1439	1439	svœmə	465	s v œ m ə
Bulgarian		swim	1439	1439	pluvəm	467	p l u v ə m
Greek		swim	1439	1439	kolimbo	469	k o l i m b o
Armenian		swim	1439	1439	loʁɑl	467	l o ʁ ɑ l
Romanian		swim	1439	1439	ɨnota	466	ɨ n o t a
Russian		swim	1439	1439	plɨtʲ	467	p l ɨ tʲ
Polish		swim	1439	1439	pwɨvaʨ	467	p w ɨ v a tɕ
Norwegian		swim	1439	1439	sʋœmə	465	s ʋ œ m ə
French		swim	1439	1439	naʒe	464	n a ʒ e
Czech		swim	1439	1439	plavat	467	p l a v a t
Icelandic		swim	1439	1439	synta	468	s y n t a
Italian		swim	1439	1439	nwotare	466	n w o t a r e
Hindi		swim	1439	1439	tɛːrnaː	470	t ɛː r n aː
Portuguese		swim	1439	1439	nɐdar	466	n ɐ d a r
Dutch		tail	1220	1220	staːrt	473	s t aː r t
Swedish		tail	1220	1220	ɧɛrt	473	ɧ ɛ r t
English		tail	1220	1220	teɪl	484	t eɪ l
German		tail	1220	1220	ʃvant͡s	478	ʃ v a n ts
Spanish		tail	1220	1220	kola	471	k o l a
Danish		tail	1220	1220	hæːlə	482	h æː l ə
Bulgarian		tail	1220	1220	opaʃkə	476	o p a ʃ k ə
Greek		tail	1220	1220	ura	475	u r a
Armenian		tail	1220	1220	poʧʰ	474	p o tʃʰ
Romanian		tail	1220	1220	kwadə	471	k w a d ə
Russian		tail	1220	1220	xvost	479	x v o s t
Polish		tail	1220	1220	ɔɡɔn	483	ɔ g ɔ n
Norwegian		tail	1220	1220	hɑːlə	482	h ɑː l ə
French		tail	1220	1220	kø	471	k ø
Czech		tail	1220	1220	oʦas	481	o ts a s
Icelandic		tail	1220	1220	haːlɪ	482	h aː l ɪ
Italian		tail	1220	1220	koda	471	k o d a
Hindi		tail	1220	1220	puːʧʰ	472	p uː tʃʰ
Portuguese		tail	1220	1220	kawdɐ	471	k a w d ɐ
Spanish		tail	1220	1220	ravo	480	r a v o
Icelandic		tail	1220	1220	skɔʰt	477	s k ɔ ʰt
Portuguese		tail	1220	1220	ʀabu	480	ʀ a b u
Dutch		that	78	78	diː	487	d iː
Swedish		that	78	78	də	487	d ə
English		that	78	78	ðæt	487	ð æ t
German		that	78	78	jeːnər	489	j eː n ə r
Spanish		that	78	78	akel	486	a k e l
Danish		that	78	78	de	487	d e
Bulgarian		that	78	78	ɔnzi	485	ɔ n z i
Greek		that	78	78	ecino	486	e c i n o
Armenian		that	78	78	ɑɪ̯n	485	ɑɪ n
Romanian		that	78	78	aʧel	486	a tʃ e l
Russian		that	78	78	to	487	t o
Polish		that	78	78	tamtɔ	487	t a m t ɔ
Norwegian		that	78	78	deː	487	d eː
French		that	78	78	səla	486	s ə l a
Czech		that	78	78	tamto	487	t a m t o
Icelandic		that	78	78	θɛsːɪ	487	θ ɛ sː ɪ
Italian		that	78	78	kwello	486	k w e lː o
Hindi		that	78	78	və	490	v ə
Portuguese		that	78	78	ɐkelə	486	ɐ k e l ə
Danish		that	78	78	hiˀn	486	h iˀ n
Icelandic		that	78	78	sauː	488	s a uː
Dutch		thin	1400	1400	fɛɪn	-599	f ɛi n
Swedish		thin	1400	1400	smal	596	s m a l
English		thin	1400	1400	θɪn	601	θ ɪ n
German		thin	1400	1400	dʏn	601	d ʏ n
Spanish		thin	1400	1400	delɣaðo	593	d e l ɣ a ð o
Danish		thin	1400	1400	tønˀ	601	t ø nˀ
Bulgarian		thin	1400	1400	tɤnək	601	t ɤ n ə k
Greek		thin	1400	1400	leptos	597	l e p t o s
Armenian		thin	1400	1400	bɑɾɑk	-594	b ɑ ɾ ɑ k
Romanian		thin	1400	1400	subʦire	598	s u b ts i r e
Russian		thin	1400	1400	tonkʲɪj	601	t o n kʲ ɪ j
Polish		thin	1400	1400	ʨɛ̃nki	601	tɕ ɛ̃ n k i
Norwegian		thin	1400	1400	tyn	601	t y n
French		thin	1400	1400	mɛ̃s	600	m ɛ̃ s
Czech		thin	1400	1400	tɛŋkiː	601	t ɛ ŋ k iː
Icelandic		thin	1400	1400	θʏnːʏr	601	θ ʏ nː ʏ r
Italian		thin	1400	1400	fine	592	f i n e
Hindi		thin	1400	1400	pətlaː	595	p ə t l aː
Portuguese		thin	1400	1400	finu	592	f i n u
Dutch		thin	1400	1400	dʉn	601	d ʉ n
Swedish		thin	1400	1400	tunː	601	t u nː
Spanish		thin	1400	1400	sutil	598	s u t i l
Danish		thin	1400	1400	smalˀ	596	s m a lˀ
Romanian		thin	1400	1400	fin	592	f i n
Norwegian		thin	1400	1400	smɑːl	596	s m ɑː l
Italian		thin	1400	1400	sottile	598	s o tː i l e
Portuguese		thin	1400	1400	dɛlgadu	593	d ɛ l g a d u
Dutch		this	1214	1214	deːzə	492	d eː z ə
Swedish		this	1214	1214	dɛta	492	d ɛ t a
English		this	1214	1214	ðɪs	492	ð ɪ s
German		this	1214	1214	diːzər	492	d iː z ə r
Spanish		this	1214	1214	este	492	e s t e
Danish		this	1214	1214	dɛnə	492	d ɛ n ə
Bulgarian		this	1214	1214	tɔzi	492	t ɔ z i
Greek		this	1214	1214	afto	492	a f t o
Armenian		this	1214	1214	ɑɪs	492	ɑɪ s
Romanian		this	1214	1214	aʧest	493	a tʃ e s t
Russian		this	1214	1214	ɛtə	492	ɛ t ə
Polish		this	1214	1214	tɔ	492	t ɔ
Norwegian		this	1214	1214	detə	492	d e t ə
French		this	1214	1214	səsi	493	s ə s i
Czech		this	1214	1214	toto	492	t o t o
Icelandic		this	1214	1214	θɛsːɪ	492	θ ɛ sː ɪ
Italian		this	1214	1214	kwesto	493	k w e s t o
Hindi		this	1214	1214	jə	491	j ə
Portuguese		this	1214	1214	əʃtə	492	ə ʃ t ə
Danish		this	1214	1214	dɛnə	492	d ɛ n ə
Dutch		thou	1215	1215	jɛɪ	494	j ɛi
Swedish		thou	1215	1215	dʉ	495	d ʉ
English		thou	1215	1215	juː	494	j uː
German		thou	1215	1215	duː	495	d uː
Spanish		thou	1215	1215	tu	495	t u
Danish		thou	1215	1215	duˀ	495	d uˀ
Bulgarian		thou	1215	1215	ti	495	t i
Greek		thou	1215	1215	esi	495	e s i
Armenian		thou	1215	1215	du	495	d u
Romanian		thou	1215	1215	tu	495	t u
Russian		thou	1215	1215	tɨ	495	t ɨ
Polish		thou	1215	1215	tɨ	495	t ɨ
Norwegian		thou	1215	1215	dʉː	495	d ʉː
French		thou	1215	1215	ty	495	t y
Czech		thou	1215	1215	tɪ	495	t ɪ
Icelandic		thou	1215	1215	θuː	495	θ uː
Italian		thou	1215	1215	tu	495	t u
Hindi		thou	1215	1215	tuː	495	t uː
Portuguese		thou	1215	1215	tu	495	t u
Dutch		tongue	1205	1205	tɔŋ	496	t ɔ ŋ
Swedish		tongue	1205	1205	tuŋːa	496	t u ŋː a
English		tongue	1205	1205	tʌŋ	496	t ʌ ŋ
German		tongue	1205	1205	t͡sʊŋə	496	ts ʊ ŋ ə
Spanish		tongue	1205	1205	leŋɡwa	496	l e ŋ g w a
Danish		tongue	1205	1205	tɔŋə	496	t ɔ ŋ ə
Bulgarian		tongue	1205	1205	ɛzik	496	ɛ z i k
Greek		tongue	1205	1205	ɣlosa	497	ɣ l o s a
Armenian		tongue	1205	1205	lɛzu	496	l ɛ z u
Romanian		tongue	1205	1205	limbə	496	l i m b ə
Russian		tongue	1205	1205	jɪzɨk	496	j ɪ z ɨ k
Polish		tongue	1205	1205	jɛ̃zɨk	496	j ɛ̃ z ɨ k
Norwegian		tongue	1205	1205	tuŋə	496	t u ŋ ə
French		tongue	1205	1205	lɑ̃ɡ	496	l ɑ̃ g
Czech		tongue	1205	1205	jazɪk	496	j a z ɪ k
Icelandic		tongue	1205	1205	tʰuŋka	496	tʰ u ŋ k a
Italian		tongue	1205	1205	liŋɡwa	496	l i ŋ g w a
Hindi		tongue	1205	1205	ʤiːbʱ	496	dʒ iː b̤
Portuguese		tongue	1205	1205	lĩgwɐ	496	l ĩ g w ɐ
Dutch		tooth	1380	1380	tɑnt	499	t ɑ n t
Swedish		tooth	1380	1380	tanːd	499	t a nː d
English		tooth	1380	1380	tuːθ	499	t uː θ
German		tooth	1380	1380	t͡saːn	499	ts aː n
Spanish		tooth	1380	1380	djente	499	d j e n t e
Danish		tooth	1380	1380	tanˀ	499	t a nˀ
Bulgarian		tooth	1380	1380	zɤp	498	z ɤ p
Greek		tooth	1380	1380	ðondi	499	ð o n d i
Armenian		tooth	1380	1380	ɑtɑm	499	ɑ t ɑ m
Romanian		tooth	1380	1380	dinte	499	d i n t e
Russian		tooth	1380	1380	zup	498	z u p
